'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
100,0,,0,
100,0,,0,
75,0,,0,
53,0,,0,
100,0,,0,
53,0,,0,
53,0,,0,
57,0,,0,
60,0,,0,
77,0,,0,
88,1,eradication,10,(LSI)
62,0,,0,
80,0,,0,
67,0,,0,
75,0,,0,
75,0,,0,
100,0,,0,
80,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
86,1,stocking,67,1963.
63,0,,0,
86,1,stocking,68,1965
0,0,,0,
57,0,,0,
88,1,stocking,69,"discontinued,"
0,0,,0,
100,0,,0,
43,0,,0,
94,0,,0,
88,1,habitat,7,lake.
67,0,,0,
46,0,,0,
88,1,stocking,71,1947
50,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
46,0,,0,
53,0,,0,
57,0,,0,
50,0,,0,
55,0,,0,
0,0,,0,
53,0,,0,
46,0,,0,
46,0,,0,
60,0,,0,
62,0,,0,
75,0,,0,
86,1,stocking,73,1968
50,0,,0,
60,0,,0,
60,0,,0,
88,1,eradication,13,9/1/66.
86,1,stocking,74,11/9/66
88,1,stocking,75,6/14/67.
0,0,,0,
70,0,,0,
86,1,stocking,76,1970-74.
57,0,,0,
86,1,stocking,77,8/75.
60,0,,0,
78,0,,0,
88,1,stocking,78,9/76.
75,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,79,fishing.
73,0,,0,
80,0,,0,
86,1,eradication,14,minnows
60,0,,0,
86,1,stocking,80,10/21/64
43,0,,0,
67,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
86,1,stocking,83,Discontinued
73,0,,0,
53,0,,0,
57,0,,0,
46,0,,0,
67,0,,0,
89,0,,0,
67,0,,0,
53,0,,0,
59,0,,0,
60,0,,0,
86,1,stocking,85,1941-1963.
91,0,,0,
67,0,,0,
80,0,,0,
75,0,,0,
46,0,,0,
67,0,,0,
53,0,,0,
60,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,86,7/10/57
75,0,,0,
60,0,,0,
47,0,,0,
60,0,,0,
50,0,,0,
40,0,,0,
60,0,,0,
67,0,,0,
82,0,,0,
86,1,stocking,87,1964
46,0,,0,
88,1,stocking,88,6-8-67
88,1,stocking,89,7/16/71.
71,0,,0,
67,0,,0,
44,0,,0,
50,0,,0,
82,0,,0,
86,1,stocking,90,1960.
83,0,,0,
86,1,stocking,91,1961
75,0,,0,
100,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,93,8/17/65
88,1,eradication,15,OFF
100,0,,0,
0,0,,0,
86,1,stocking,94,1962
86,1,stocking,95,1974-1976
71,0,,0,
50,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
61,0,,0,
100,0,,0,
82,0,,0,
86,1,stocking,98,1946.
93,0,,0,
100,0,,0,
88,0,,0,
63,0,,0,
86,1,stocking,101,access.
77,0,,0,
53,0,,0,
53,0,,0,
57,0,,0,
80,0,,0,
60,0,,0,
47,0,,0,
80,0,,0,
64,0,,0,
57,0,,0,
80,0,,0,
62,0,,0,
82,0,,0,
62,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,102,6-24-64
75,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
62,0,,0,
75,0,,0,
75,0,,0,
90,1,eradication,17,treated.
88,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
88,1,stocking,107,7/67.
0,0,,0,
86,1,stocking,108,substituted.
86,1,stocking,109,slow.
86,1,stocking,110,1973.
88,1,stocking,111,"5.6"")"
88,1,stocking,112,76.
38,0,,0,
80,0,,0,
88,1,stocking,113,"6/78,"
88,1,stocking,114,6/79.
44,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,115,good.
94,0,,0,
50,0,,0,
80,0,,0,
100,0,,0,
0,0,,0,
57,0,,0,
67,0,,0,
67,0,,0,
82,0,,0,
47,0,,0,
60,0,,0,
86,1,regulation,9,1959
60,0,,0,
56,0,,0,
86,1,regulation,10,1951.
80,0,,0,
69,0,,0,
56,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,117,1960.
50,0,,0,
86,1,stocking,118,anticipated.
0,0,,0,
86,1,stocking,119,1964.
57,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,120,1955-57
86,1,stocking,121,1960-61
100,0,,0,
86,1,stocking,122,1963-65
82,0,,0,
60,0,,0,
59,0,,0,
80,0,,0,
46,0,,0,
88,1,habitat,10,1955.
59,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
50,0,,0,
62,0,,0,
86,1,stocking,123,6/9/52.
67,0,,0,
50,0,,0,
94,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
62,0,,0,
57,0,,0,
53,0,,0,
53,0,,0,
53,0,,0,
86,1,stocking,125,1947.
80,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
50,0,,0,
0,0,,0,
59,0,,0,
73,0,,0,
0,0,,0,
0,0,,0,
94,0,,0,
86,1,stocking,127,"53,"
88,1,habitat,12,1948-49.
100,0,,0,
67,0,,0,
67,0,,0,
88,1,stocking,128,discontinued.
57,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
62,0,,0,
50,0,,0,
53,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
83,0,,0,
86,1,stocking,129,1963
67,0,,0,
40,0,,0,
75,0,,0,
60,0,,0,
75,0,,0,
50,0,,0,
0,0,,0,
86,1,regulation,16,1951.
100,0,,0,
57,0,,0,
100,0,,0,
86,1,stocking,131,=
55,0,,0,
83,0,,0,
50,0,,0,
57,0,,0,
88,0,,0,
88,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
94,0,,0,
67,0,,0,
50,0,,0,
57,0,,0,
83,0,,0,
55,0,,0,
50,0,,0,
57,0,,0,
40,0,,0,
57,0,,0,
60,0,,0,
59,0,,0,
62,0,,0,
62,0,,0,
89,1,stocking,137,9/21/42.
67,0,,0,
50,0,,0,
83,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,138,1954.
75,0,,0,
76,0,,0,
77,0,,0,
77,0,,0,
64,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
78,0,,0,
88,1,stocking,139,5/78.
75,0,,0,
60,0,,0,
60,0,,0,
80,0,,0,
86,1,stocking,140,1953.
100,0,,0,
76,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,141,1960
80,0,,0,
88,1,stocking,142,released
50,0,,0,
62,0,,0,
88,1,stocking,143,74
88,1,stocking,144,released
88,1,stocking,145,6/76.
88,1,stocking,146,7/76.
25,0,,0,
88,1,stocking,147,6/78.
75,0,,0,
88,1,stocking,148,6/80
50,0,,0,
71,0,,0,
60,0,,0,
86,1,stocking,149,'68.
71,0,,0,
62,0,,0,
67,0,,0,
0,0,,0,
0,0,,0,
59,0,,0,
86,1,stocking,150,6/19/78.
55,0,,0,
62,0,,0,
67,0,,0,
86,1,stocking,151,available.
86,1,stocking,152,1937.
88,1,habitat,14,1949
62,0,,0,
73,0,,0,
57,0,,0,
86,1,stocking,153,4/1/57
86,1,stocking,154,1960.
50,0,,0,
88,1,eradication,20,LSI
86,1,stocking,155,12/29/60
67,0,,0,
67,0,,0,
53,0,,0,
86,1,stocking,156,stocked
88,1,stocking,157,7/67.
67,0,,0,
100,0,,0,
75,0,,0,
83,0,,0,
86,1,stocking,158,date
86,1,stocking,159,1962
71,0,,0,
71,0,,0,
67,0,,0,
84,0,,0,
0,0,,0,
86,1,stocking,160,"(1,240"
86,1,eradication,22,7/80
53,0,,0,
100,0,,0,
73,0,,0,
100,0,,0,
71,0,,0,
73,0,,0,
86,1,stocking,163,Suckers
56,0,,0,
60,0,,0,
67,0,,0,
75,0,,0,
57,0,,0,
50,0,,0,
86,1,stocking,164,1961-100.
86,1,stocking,165,planted
86,1,stocking,166,trout.
86,1,stocking,167,yearlings.
100,0,,0,
86,1,stocking,168,stocked
80,0,,0,
55,0,,0,
53,0,,0,
80,0,,0,
83,0,,0,
57,0,,0,
100,0,,0,
94,0,,0,
100,0,,0,
80,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,169,(7).
53,0,,0,
100,0,,0,
80,0,,0,
57,0,,0,
67,0,,0,
86,1,stocking,170,1955.
50,0,,0,
57,0,,0,
0,0,,0,
94,0,,0,
50,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
67,0,,0,
56,0,,0,
86,1,regulation,19,1951.
84,0,,0,
76,0,,0,
86,1,stocking,172,3/58
86,1,stocking,173,4/23/59
86,1,stocking,174,omitted)
50,0,,0,
46,0,,0,
64,0,,0,
67,0,,0,
86,1,stocking,175,card).
71,0,,0,
86,1,stocking,176,62.
67,0,,0,
86,1,stocking,177,1921.
47,0,,0,
0,0,,0,
86,1,stocking,178,1948
67,0,,0,
75,0,,0,
67,0,,0,
60,0,,0,
86,1,stocking,179,6/11/71.
50,0,,0,
60,0,,0,
60,0,,0,
57,0,,0,
88,1,stocking,180,6/78.
60,0,,0,
57,0,,0,
86,1,stocking,181,good
67,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
88,1,eradication,28,9/9/65
50,0,,0,
0,0,,0,
0,0,,0,
60,0,,0,
67,0,,0,
73,0,,0,
88,1,habitat,15,1954.
86,1,stocking,182,1964
77,0,,0,
67,0,,0,
88,1,stocking,183,7/80
46,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
84,0,,0,
59,0,,0,
94,0,,0,
80,0,,0,
86,1,stocking,185,1961.
88,1,stocking,186,1962.
63,0,,0,
71,0,,0,
90,1,eradication,29,Sept.
75,0,,0,
77,0,,0,
50,0,,0,
88,1,stocking,187,necessary.
56,0,,0,
86,1,stocking,188,1980
83,0,,0,
86,1,stocking,189,1963
46,0,,0,
75,0,,0,
67,0,,0,
86,1,stocking,190,1961
80,0,,0,
86,1,regulation,20,completed.
67,0,,0,
59,0,,0,
100,0,,0,
100,0,,0,
0,0,,0,
88,1,stocking,193,fishery.
62,0,,0,
50,0,,0,
100,0,,0,
60,0,,0,
50,0,,0,
86,1,stocking,195,7/57
64,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,196,1962
86,1,stocking,197,1966
94,0,,0,
67,0,,0,
86,1,stocking,199,7/22/78.
46,0,,0,
53,0,,0,
100,0,,0,
0,0,,0,
88,1,eradication,31,non-toxic
80,0,,0,
57,0,,0,
88,1,stocking,200,1966
100,0,,0,
86,1,stocking,202,in'69.
67,0,,0,
80,0,,0,
80,0,,0,
46,0,,0,
0,0,,0,
67,0,,0,
86,1,habitat,16,area.
60,0,,0,
55,0,,0,
67,0,,0,
56,0,,0,
56,0,,0,
56,0,,0,
67,0,,0,
67,0,,0,
60,0,,0,
80,0,,0,
86,1,stocking,203,stocked
86,1,stocking,204,planted
80,0,,0,
53,0,,0,
47,0,,0,
59,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
80,0,,0,
57,0,,0,
55,0,,0,
67,0,,0,
88,1,habitat,17,1950
73,0,,0,
75,0,,0,
57,0,,0,
100,0,,0,
88,1,eradication,32,dam.
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
71,0,,0,
60,0,,0,
57,0,,0,
0,0,,0,
53,0,,0,
60,0,,0,
67,0,,0,
57,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,207,1964.
59,0,,0,
71,0,,0,
0,0,,0,
86,1,stocking,208,6/3/66.
86,1,stocking,209,7/67
80,0,,0,
67,0,,0,
60,0,,0,
46,0,,0,
53,0,,0,
69,0,,0,
53,0,,0,
50,0,,0,
88,0,,0,
60,0,,0,
50,0,,0,
57,0,,0,
100,0,,0,
95,0,,0,
56,0,,0,
86,1,stocking,212,1962.
75,0,,0,
80,0,,0,
76,0,,0,
0,0,,0,
44,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
86,1,stocking,213,date.
100,0,,0,
80,0,,0,
73,0,,0,
57,0,,0,
86,1,stocking,215,weight.
67,0,,0,
94,0,,0,
86,1,stocking,217,6/29/60
69,0,,0,
86,1,regulation,21,1958
67,0,,0,
86,1,stocking,218,1976-
57,0,,0,
100,0,,0,
86,1,stocking,220,returns.
100,0,,0,
83,0,,0,
60,0,,0,
55,0,,0,
100,0,,0,
82,0,,0,
67,0,,0,
53,0,,0,
59,0,,0,
60,0,,0,
0,0,,0,
88,1,stocking,222,year.
67,0,,0,
75,0,,0,
80,0,,0,
75,0,,0,
57,0,,0,
67,0,,0,
86,1,stocking,223,1952
73,0,,0,
67,0,,0,
73,0,,0,
55,0,,0,
67,0,,0,
55,0,,0,
86,1,regulation,23,BG.
86,1,stocking,224,1951.
86,1,stocking,225,1951.
60,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,226,6/29/37.
46,0,,0,
46,0,,0,
88,1,eradication,35,treatment.
86,1,stocking,227,11/3/66
88,1,stocking,228,7/67.
0,0,,0,
86,1,stocking,229,1973.
86,1,stocking,230,7/75.
86,1,stocking,231,9/76.
88,1,stocking,232,"7/79,"
43,0,,0,
86,1,stocking,233,pond.
100,0,,0,
100,0,,0,
80,0,,0,
74,0,,0,
86,1,stocking,236,plants.
62,0,,0,
0,0,,0,
86,1,stocking,237,1933.
43,0,,0,
57,0,,0,
86,1,eradication,36,1973.
57,0,,0,
100,0,,0,
57,0,,0,
67,0,,0,
50,0,,0,
84,0,,0,
62,0,,0,
60,0,,0,
60,0,,0,
80,0,,0,
46,0,,0,
86,1,stocking,239,low.
75,0,,0,
60,0,,0,
75,0,,0,
86,1,eradication,37,nos.
88,1,stocking,240,7/83
83,0,,0,
80,0,,0,
67,0,,0,
55,0,,0,
46,0,,0,
50,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
86,1,stocking,241,Mishike.
60,0,,0,
46,0,,0,
86,1,stocking,242,survival.
86,1,stocking,243,shortage.
71,0,,0,
82,0,,0,
46,0,,0,
82,0,,0,
59,0,,0,
82,0,,0,
86,1,stocking,244,planted
0,0,,0,
67,0,,0,
57,0,,0,
46,0,,0,
0,0,,0,
88,1,eradication,38,sunfish
71,0,,0,
75,0,,0,
56,0,,0,
55,0,,0,
0,0,,0,
0,0,,0,
83,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
80,0,,0,
50,0,,0,
44,0,,0,
67,0,,0,
62,0,,0,
80,0,,0,
57,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
43,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
63,0,,0,
86,1,stocking,246,stocked
44,0,,0,
82,0,,0,
100,0,,0,
71,0,,0,
44,0,,0,
60,0,,0,
50,0,,0,
53,0,,0,
0,0,,0,
0,0,,0,
86,1,eradication,40,7/3/69.
53,0,,0,
73,0,,0,
0,0,,0,
53,0,,0,
67,0,,0,
50,0,,0,
53,0,,0,
57,0,,0,
59,0,,0,
60,0,,0,
57,0,,0,
100,0,,0,
83,0,,0,
59,0,,0,
80,0,,0,
83,0,,0,
80,0,,0,
80,0,,0,
0,0,,0,
86,1,stocking,247,1970.
67,0,,0,
67,0,,0,
59,0,,0,
0,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,251,1960
71,0,,0,
71,0,,0,
88,1,eradication,42,70.
75,0,,0,
59,0,,0,
53,0,,0,
50,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
80,0,,0,
80,0,,0,
67,0,,0,
67,0,,0,
77,0,,0,
86,1,stocking,252,planted
0,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
63,0,,0,
80,0,,0,
67,0,,0,
53,0,,0,
67,0,,0,
88,1,habitat,20,members
89,1,eradication,43,1959.
80,0,,0,
100,0,,0,
88,1,stocking,255,winter.
82,0,,0,
67,0,,0,
100,0,,0,
83,0,,0,
67,0,,0,
46,0,,0,
76,0,,0,
89,1,eradication,44,10/12/71
86,1,stocking,256,11/71
88,1,stocking,257,5/73.
88,1,stocking,258,no's.
50,0,,0,
88,1,stocking,259,8/75.
88,1,eradication,45,10/75.
88,1,stocking,260,9/76.
88,1,stocking,261,6/78.
88,1,stocking,262,6/80.
0,0,,0,
0,0,,0,
94,0,,0,
50,0,,0,
100,0,,0,
77,0,,0,
0,0,,0,
57,0,,0,
46,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
86,1,stocking,265,1950
75,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
86,1,stocking,266,1953.
71,0,,0,
86,1,stocking,267,1954
86,1,stocking,268,1955.
67,0,,0,
67,0,,0,
86,1,stocking,269,1956.
57,0,,0,
82,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
88,1,eradication,46,poisoned
86,1,stocking,273,1958.
75,0,,0,
53,0,,0,
0,0,,0,
75,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
40,0,,0,
50,0,,0,
55,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
50,0,,0,
62,0,,0,
94,0,,0,
46,0,,0,
67,0,,0,
57,0,,0,
86,1,stocking,277,1937-40
64,0,,0,
46,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
82,0,,0,
100,0,,0,
67,0,,0,
88,1,habitat,23,contour
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
88,1,stocking,282,done
60,0,,0,
0,0,,0,
100,0,,0,
88,1,stocking,284,season.
50,0,,0,
86,1,stocking,285,stocked
55,0,,0,
60,0,,0,
53,0,,0,
86,1,stocking,286,1958
55,0,,0,
60,0,,0,
71,0,,0,
60,0,,0,
63,0,,0,
60,0,,0,
80,0,,0,
67,0,,0,
67,0,,0,
80,0,,0,
50,0,,0,
67,0,,0,
88,1,stocking,287,8/78.
88,1,stocking,288,7/79.
50,0,,0,
67,0,,0,
67,0,,0,
88,1,stocking,289,program
100,0,,0,
88,1,stocking,291,program.
86,1,stocking,292,factory.
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
100,0,,0,
77,0,,0,
60,0,,0,
67,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
86,1,stocking,295,stocked
86,1,stocking,296,1945
67,0,,0,
86,1,stocking,297,1947
86,1,stocking,298,1948.
86,1,stocking,299,1955.
71,0,,0,
86,1,stocking,300,1956
86,1,stocking,301,1957.
55,0,,0,
46,0,,0,
86,1,stocking,302,slow.
46,0,,0,
88,1,eradication,48,rotenone
88,1,stocking,303,&
88,1,stocking,304,8/77.
80,0,,0,
25,0,,0,
86,1,eradication,49,nights.
67,0,,0,
67,0,,0,
82,0,,0,
0,0,,0,
86,1,stocking,305,1941.
67,0,,0,
67,0,,0,
86,1,stocking,306,1958
82,0,,0,
86,1,stocking,307,1959.
86,1,stocking,308,1960
67,0,,0,
86,1,stocking,309,1962
0,0,,0,
86,1,stocking,310,1963
46,0,,0,
67,0,,0,
86,1,stocking,311,Sublegal
40,0,,0,
86,1,stocking,312,1933.
67,0,,0,
67,0,,0,
83,0,,0,
75,0,,0,
71,0,,0,
86,1,stocking,313,"1962,"
80,0,,0,
80,0,,0,
100,0,,0,
60,0,,0,
48,0,,0,
86,1,stocking,315,"10/55,"
67,0,,0,
50,0,,0,
84,0,,0,
67,0,,0,
86,1,stocking,316,1965
55,0,,0,
67,0,,0,
56,0,,0,
62,0,,0,
86,1,stocking,318,9/13/67
64,0,,0,
86,1,stocking,319,6/19/69.BRY
86,1,stocking,320,1970.
76,0,,0,
88,1,stocking,321,1974.
67,0,,0,
0,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
59,0,,0,
67,0,,0,
86,1,stocking,322,1954.
100,0,,0,
78,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
80,0,,0,
88,1,stocking,323,required.
67,0,,0,
67,0,,0,
83,0,,0,
55,0,,0,
57,0,,0,
80,0,,0,
60,0,,0,
50,0,,0,
0,0,,0,
88,1,stocking,324,1976.
0,0,,0,
88,1,stocking,325,9/76.
50,0,,0,
50,0,,0,
0,0,,0,
80,0,,0,
55,0,,0,
88,1,stocking,326,"1,000"
0,0,,0,
53,0,,0,
53,0,,0,
67,0,,0,
46,0,,0,
57,0,,0,
65,0,,0,
80,0,,0,
57,0,,0,
0,0,,0,
67,0,,0,
80,0,,0,
86,1,stocking,327,ponds).
86,1,stocking,328,responsible.
50,0,,0,
0,0,,0,
75,0,,0,
86,1,stocking,329,"19,1960"
100,0,,0,
86,1,stocking,330,1962
82,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
59,0,,0,
50,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
57,0,,0,
71,0,,0,
57,0,,0,
67,0,,0,
86,1,stocking,331,1949
100,0,,0,
50,0,,0,
100,0,,0,
46,0,,0,
88,1,stocking,333,started.
47,0,,0,
50,0,,0,
75,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,334,present
67,0,,0,
86,1,stocking,335,results.
67,0,,0,
71,0,,0,
88,1,stocking,336,1974.
67,0,,0,
0,0,,0,
89,0,,0,
100,0,,0,
80,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
86,1,regulation,34,completed.
55,0,,0,
67,0,,0,
57,0,,0,
86,1,stocking,339,adults.
0,0,,0,
60,0,,0,
0,0,,0,
50,0,,0,
50,0,,0,
59,0,,0,
86,1,stocking,340,1937-42.
53,0,,0,
67,0,,0,
86,1,eradication,52,crews.
46,0,,0,
50,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
0,0,,0,
67,0,,0,
46,0,,0,
55,0,,0,
100,0,,0,
88,0,,0,
50,0,,0,
71,0,,0,
94,0,,0,
88,1,eradication,54,rotenone
50,0,,0,
80,0,,0,
91,1,regulation,35,cancelled.
86,1,stocking,343,increasing.
86,1,stocking,344,176-81.
50,0,,0,
50,0,,0,
0,0,,0,
88,1,eradication,55,planted.
67,0,,0,
53,0,,0,
0,0,,0,
47,0,,0,
55,0,,0,
58,0,,0,
64,0,,0,
69,0,,0,
50,0,,0,
56,0,,0,
86,1,stocking,345,1941.
50,0,,0,
40,0,,0,
100,0,,0,
100,0,,0,
86,1,regulation,36,taken.
50,0,,0,
67,0,,0,
70,0,,0,
100,0,,0,
88,1,stocking,349,trout.
88,1,eradication,56,1956
100,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
100,0,,0,
86,1,stocking,351,1975.
100,0,,0,
80,0,,0,
75,0,,0,
57,0,,0,
