'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
CASS_BIRCH_MNGM_0002_1.csv,15. 30 brush shelters installed 1947  80 brush shelters installed 1956 ,,1
IRON_STAGER_MNGM_0001_1.csv,4. Screen installed in spring of  1963 by LSI ,10/63 ,0
LUCE_MOON_MNGM_0003_1.csv,4. 10 groups of 24 shelters using 10  Hoad jacks per shelter installed  fall 1957 ,1953.0,1
WASHTENAW_WINNEWANA_MNGM_0001_1.csv,"1. Dam completed 5/59, as a coop.  Fish-Parks proi Fish supplied  $1500 in materials, Parks supplied  $3500 in construction. ",1959 ,0
OGEMAW_DEVOE_MNGM_0003_2.csv,17. 10 shelters installed. Subsequent  fishing tests by RRA personnel  failed to indicate improved fishing. ,,1
IONIA_MORRISON_MNGM_0001_1.csv,3. Brush shelters installed ,6/49 ,0
OSCEOLA_ROSE_MNGM_0001_1.csv,2. 45 Brush shelters installed in  1949. ,2/55 ,0
OTSEGO_DOUGLAS_MNGM_0001_1.csv,1. 30 brush shelters installed in  1951. ,1/74 ,1
HILLSDALE_HEMLOCK_MNGM_0001_1.csv,4. Brush shelters installed ,Public ,0
DICKINSON_EDEY_MNGM_0001_1.csv,1. Hood shelters installed 1957; 35  groups of 10 each on 10 ft. contour. ,7/27/62 ,1
WASHTENAW_HALFMOON_MNGM_0001_1.csv,4. 101 brush shelters installed in  1948-49. ,1948 ,1
LEELANAU_CEDAR_MNGM_0003_1.csv,5. Treatment cancelled due to  possibility of killing desirable  fish. ,3/61 ,1
MENOMINEE_BAKER_MNGM_0001_1.csv,2. Done. Dam in operation. ,12/60 ,0
JACKSON_LIME_MNGM_0001_1.csv,6. 90 shelters in 18 groups of five  installed in fall 1954  7 Surv produced very few fish.  Perch very abundant. ,2/65 ,1
LAKE_IDLEWILD_MNGM_0001_1.csv,"5. 70 brush shelters installed spring,  1954. ",2/55 ,1
MONTMORENCY_AVALON_MNGM_0001_1.csv,6. 56 brush shelters installed in  1949 and 348 in 1950. ,7/64 ,1
SCHOOLCRAFT_STANLEY_MNGM_0002_1.csv,2. Dam constructed by Game Div. ,1950.0,0
MONTMORENCY_WESTTWIN_MNGM_0001_1.csv,1. 97 brush shelters installed  in 155 ,156 ,1
MONTMORENCY_WESTTWIN_MNGM_0001_1.csv,1. 56 shelters installed in '56  53 shelters installed in '54  and '55 by club members ,156 ,1
MONTMORENCY_WESTTWIN_MNGM_0001_1.csv,"10. 130 brush shelters installed  summer, 1978. ",2/79 ,1
ALLEGAN_GREEN_MNGM_0003_1.csv,8. 145 brush shelters in 29 groups  of 5 installed during winter of  1952-53. ,,1
LAPEER_SAWDEL_MNGM_0001_1.csv,1. Dam completed. Game ,2/65 ,0
SCHOOLCRAFT_INDIAN_MNGM_0004_1.csv,3. Level of Indian L. set by Circuit Ct.  order 6/19/45 at 613. 27 a. S. 1.  with min. flow of 15 cfs( city water  supply). Dam const. at M94 bridge ,1949.0,0
LUCE_BUCKIES_MNGM_0002_1.csv,"2. Dam built under APW program  fall, 1964 - Schnuer Excavating  Contr. Proj. #FS 9-128-300-010-06 ",1964.0,0
IRON_JINGLE_MNGM_0001_1.csv,2. Installation might be possible  near beaver dam site. ,1/48 ,0
MONTMORENCY_SAGE_MNGM_0001_1.csv,3. Dam completed on East Sage. ,6/62 ,0
LUCE_BELLELAKEONE_MNGM_0003_1.csv,2. 184 brush shelters installed in  8-12 ft. depth fall 1954 (LSI). ,1954.0,1
KEWEENAW_NONAME_MNGM_0002_1.csv,5. Dam with wooden drop-thru spillway  installed by LSI.  3(cont). 500 legal brook trout planted  in 1963. ,2/63 ,0
DICKINSON_LOUISE_MNGM_0001_1.csv,4. Brush shelters installed Fall of  1952. ,12/55 ,0
CHIPPEWA_SHELLDRAKE_MNGM_0001_1.csv,"1. Dam constructed 1963-64. Com-  pleted 10/6/64 by Ford Martin  Gravel Co. Mackinac City, Mich.  Stop logs put in place 10/23/64  (LSI-Eng.) ",1964 ,0
CHIPPEWA_SHELLDRAKE_MNGM_0001_1.csv,"5. 60,000 swim-up fry stocked above  Shelldrake Dam on 6/2/65 ",1965 ,0
HOUGHTON_ROLAND_MNGM_0001_1.csv,4. Brush shelters installed 1949.  (Cont'd.) Additional brush shelters  installed 1955 ,1/50 ,0
IOSCO_LONG_MNGM_0003_1.csv,4. Done--spring 1967. Permanent  cement water control structure  this marsh built in fall of 1968.  fry were observed to be abundant  in this fertile appearing marsh  during the month of May.  4 add: Marsh abandoned about 1973  to land owner complaint. ,5/69 ,0
KENT_BLUE_MNGM_0003_1.csv,3.60 brush shelters installed  as recommended ,7/47 ,1
HOUGHTON_GERALD_MNGM_0001_1.csv,4. Brush shelters installed fall 1949  (Cont'd.) 116 addition brush shelters  installed 1955. ,1/50 ,0
SCHOOLCRAFT_INDIAN_MNGM_0004_2.csv,3. Dam at outlet (M94 bridge reconstructed  1955-56 by Indian L. Resort Assoc. ,1954.0,0
CHARLEVOIX_BOOTH_MNGM_0001_1.csv,2. 40 brush shelters installed in  1949.  Unable to seine. Gill netted  October 1962. ,12/62 ,1
CLINTON_BURKE_MNGM_0003_1.csv,15. Screen installed by LSI ,,0
CLINTON_BURKE_MNGM_0003_1.csv,17. Brush cut around lake and 11  small fishing docks built 9/19/62 ,,0
OTTAWA_CROCKERY_MNGM_0001_1.csv,3. 71 brush shelters installed as  recommended ,1956 ,1
DELTA_LITTLEBAYDENOC_MNGM_0001_1.csv,5. Muskie program cancelled. Marshes  for northern pike production  & walleye experiments. ,1969 ,0
MENOMINEE_LINNBECK_MNGM_0004_2.csv,14. Rotenone treatment in 1967 not  effective. Treated with antimycin  in 1968 and restocked with trout.  Rock barrier working well.  14a. Northern pike re-established-.  suspect barrier inadequate. ,8/68 ,0
MARQUETTE_BASS_MNGM_0001_1.csv,5. Installed 100 brush shelters ,11/62 ,0
LUCE_THIRD_MNGM_0002_1.csv,2. Preliminary surveys by LSI and  personnel 7/29/58. Dam constructed  by LSI using inmate labor 1961(see  DJ job completion report F-4-R-7  1958-LST) ,1961.0,0
OTSEGO_BIG_MNGM_0001_1.csv,7. 1000 legal sized rainbows planted. 1950 - fall - 1000 (A) rainbows left pectoral 1951-1000(4) 4. brush shelters installed in  50  1948. ,12/2/49 rtpec ,1
MACKINAC_BREVROOT_MNGM_0004_1.csv,3. 77 brush shelters installed singly  on 10' contour on north and east  shoal 1947(LSI); 76 in groups of 5  south shoal 1948 (LSI); 140 in groups  of 5 on south shoal in 1950 (LSI) ,1950.0,1
LAKE_WOLF_MNGM_0003_1.csv,1. Brush shelters (340) installed  during fall of 1951 ,1952 ,0
GOGEBIC_MARION_MNGM_0001_3.csv,17. cont'd. Netted 6/79. Rock bass  overabundant and small. All other  populations well balanced. Excellent  walleye population. ,12/79 ,0
CALHOUN_WILDERCREEK_MNGM_0003_1.csv,5. Program changed. Dam went out  April 1949. Not yet repaired. ,1/52 ,0
CALHOUN_WILDERCREEK_MNGM_0003_1.csv,"6. Dam permanently repaired 1951  leased by State  Stocking summary: rainbow trout  1951, 53-55, 58-60; brook trout  1951-54 58-60; brown trout 54, ",1961 ,0
CLARE_GEORGE_MNGM_0003_1.csv,"1. 125 brush shelters placed in 10  foot contour, in groups of 5 ",6 ,1
MARQUETTE_MICHIGAMME_MNGM_0001_1.csv,3.736 brush shelters winter of 1948-49 ,12/1952 ,1
MARQUETTE_MICHIGAMME_MNGM_0001_1.csv,3. Good walleye and bass fishing near  shelters reported in 1950. No  record of lake trout or smelt  plants succeeding. ,9/72 ,1
GOGEBIC_BLACKRIVER_MNGM_0001_1.csv,1. Dam completed in 1966 ,8/66 ,0
CHIPPEWA_WALKER_MNGM_0001_1.csv,2. 48 brush shelters installed  1948 (LSI). ,12/48 ,1
GOGEBIC_BOBCAT_MNGM_0001_1.csv,3. 11 crib shelters installed on 12  foot contour. ,5-63 ,1
GOGEBIC_BIRCH_MNGM_0003_1.csv,"3. 77 brush shelters installed during  fall, 1951. Underwater examination  of 11 structures in 1955 showed  to be in fair to good condition.  although all had sunken 1-1 1/2'  in soft bottom. ",2-56 ,1
LEELANAU_GLENBIG_MNGM_0001_1.csv,4. 225 shelters installed ,1951 ,1
LIVINGSTON_STRAWBERRY_MNGM_0001_1.csv,2. 120 brush shelters installed ,1949 ,1
IRON_ERICKSON_MNGM_0002_1.csv,3. Brush shelters (160) installed in  the fall of 1954. ,3/55 ,0
BARAGA_MENGE_MNGM_0004_1.csv,6. Dam repaired and pond refilled ,8/65 ,0
BARAGA_MENGE_MNGM_0004_1.csv,8. 200 brook trout (Y) released  annually 1969 through 1973. Dam  washed out 4/74. ,7/67 ,0
GRANDTRAVERSE_FIFE_MNGM_0001_1.csv,5. Rock rubble placed in bottom of  stream between black topped road  and lake. Area to be checked  during subsequent spring months  for activity. ,,0
LUCE_CAMP8_MNGM_0003_1.csv,4. Installed 150 brush shelters in  fall 1955 (LSI').  3b. Cut rainbow stocking schedule  in half for 1961.  6 & 7. Disregard recommendation  No. 6 and 7. Lake levels are  back to normal and program would  be out of order under present  conditions. ,1955 ,0
CASS_LONG_MNGM_0003_1.csv,2. 185 brush shelters installed.  1951-52. ,1/73 ,1
OSCODA_TWIN_MNGM_0001_1.csv,"2. N.Basin-4,52 (A) L. Pec. 4-15-43  S.Basin-490 (A) L. Pec. 4-15-43  N.Basin-456 (A) R. Pec. 12-2-43  S.Basin-590 (A) R. Pec. 12-2-43  N.Basin-228 (A) Dorsal 6-28-44  S.Basin-295 (A) Dorsal 6-28-44  N.Basin=450(Yr1)L. Pel. 9-21-44  S.Basin-590 (Yr1). L. Pel. 9-21-44  N.Basin-228( A) Adipose 6-4-45  S.Basin-295 (A) Adipose 6-4-45  N.Basin-456 (A) R.Pel. 9-25-45  S.Basin-295 (A) R. Pel. 9-25-45 ",,0
OSCODA_TWIN_MNGM_0001_1.csv,"5. N.Basin-2,800 (F) Dorsal, Adip. 10-10-46  S.Basin-3,100(F) "" If 10-10-46  N.Basin-2,800 (F)Rt. pectoral 11-5-47  S.Basin-2,100(F) 11 "" 11-5-47 ",,0
OSCODA_TWIN_MNGM_0001_1.csv,"6. N.Basin- 280 (A)rainbows,adipose  S.Basin-210 (A) 11 11 ",,0
OSCODA_TWIN_MNGM_0001_1.csv,3. 32 brush shelters installed 10-49 ,,1
GRANDTRAVERSE_ARBUTUS_MNGM_0001_1.csv,3. Marsh constructed in October 1974. ,1/75 ,0
LAKE_WOLF_MNGM_0003_2.csv,"1. 160 brush shelters installed fall,  1956, brings total to 500 ",3/57 ,1
MARQUETTE_LITTLE_MNGM_0003_1.csv,6. 120 brush shelters installed. ,1950 ,1
LUCE_STUART_MNGM_0002_1.csv,4. 63 brush shelters installed fall  1951 (LSI) ,1951.0,1
BENZIE_CRYSTAL_MNGM_0001_1.csv,"4. 75 shelters 1948, 60 shelters 1950  110 shelters 1949,25 shelters 1952 ",11/56 ,1
LUCE_PEANUT_MNGM_0001_2.csv,11. Lake treated 6/24/71 with 5PPB  (fintrol concentrate). 100% kill  Rock bass and minnows and 0% on  troub - surveyed 6/29/71 and ,4/72 ,0
MONTMORENCY_VOYERLAKEINLETDAM_MNGM_0001_2.csv,8. Delete. . Dam washed out 1965. ,2/72 ,0
DICKINSON_ANTOINE_MNGM_0001_1.csv,4. 200 brush shelters installed on  8-foot contour in 1956. ,9/18/57 ,1
SCHOOLCRAFT_SAND_MNGM_0001_1.csv,4. Installed 110 Hoad shelters (11  of 10) in 6' depth on control SW  and along NW side--Serbinski  10/20/58 (LSI) ,1961 ,0
GRANDTRAVERSE_LONG_MNGM_0003_1.csv, l. Brush shelter plan questioned and  deferred. ,1954 ,0
PRESQUE_FRANCIS_MNGM_0002_1.csv,"1. 89 brush shelters installed in  1949, 111 in 1950, and 50 in 1951. ",10/61 ,1
OGEMAW_RIFLE_MNGM_0003_1.csv,2. 60 shelters placed in 1949 by  LSI. ,2/58 ,1
KALKASKA_RAINBOW_MNGM_0003_1.csv,11. Gravel spawning area made on  inlet stream fall of 1959.  Trout observed using it in  November 1959. ,3/60 ,0
DELTA_MOWE_MNGM_0002_1.csv,"2. Brush shelters installed in  October, 1958. ",10-58 ,0
CRAWFORD_KP_MNGM_0003_1.csv,"1. Hoad-type shelters installed, ",1957.0,1
JACKSON_PORTGAGE_MNGM_0001_1.csv,"2. Survey conducted 11/4/57. Flooded  shoreline made seining difficult--  vegetation was very dense.  Survey conducted 9/28/64. Carp and  small perch very numerous. Fish  growth above state average.  Lake treatedwsi th rotenone 10/13-14  Very good success. Excellent public  participation. Est. 10 tons carp  removed  60,000 fing. and 23, 113 sublegal  rainbow trout stocked 1965 ",trout 19 ,1
LUCE_SILVERCREEK_MNGM_0002_1.csv,1. Dam constructed Sept. 1962(LSI)  flooded spring 1963 ,1964.0,0
CHARLEVOIX_THUMB_MNGM_0001_2.csv,11. 136 shelters installed fall of  '55. ,56 ,1
CHARLEVOIX_THUMB_MNGM_0001_2.csv,11. 90 shelters installed in 1956 ,1956 ,1
ANTRIM_TORCH_MNGM_0001_1.csv,4. 50 brush shelters installed in  1953. ,1966 ,1
KENT_CAMPAU_MNGM_0001_1.csv,12. 500 brown trout yrl. planted.  South Basin (Kettle Lake) ,5/68 ,0
CHEBOYGAN_MULLETT_MNGM_0001_1.csv,3. 192 brush shelters installed in  1953 and 369 in 1954. ,4/57 ,1
OTSEGO_OTSEGO_MNGM_0001_1.csv,"2. Consent decree from Circuit Court  at Gaylord Oct. 14, 1950 followed  injunction secured by Dept. to stop  filling of marsh at north end.  Decree prohibits further filling  below 1274.5M.S.L. and requires  culverts on roads thru marsh to  permit water and fish movements  through marsh. Decree became final  in July, 1953. (Circuit Court, Gaylord)- ",1952.0,1
OAKLAND_KENT_MNGM_0003_2.csv,"14. Marsh annually contributes up to  fing. to lake. Since 1971, success  as follows: 1971-1,000; 1972-3,000;  1974-0; 1975-2,000; 1976-800. ",1/77 ,0
WASHTENAW_PORTAGEBIG_MNGM_0001_1.csv,5. Installed 200 brush shelters 1949 ,GPC1949 ,0
CHEBOYGAN_ROBERTS_MNGM_0003_1.csv,"2. Dam installed in outlet, 1948 ",,0
CHIPPEWA_SOLDIER_MNGM_0001_1.csv,3. 100 brush shelters installed  fall 1956 (LSI) ,1957 ,1
DELTA_LYMAN_MNGM_0001_1.csv,9. Twenty-one fish shelters installed  August 1974. ,10/74 ,1
CRAWFORD_JONES_MNGM_0003_1.csv,"2. Hoad type shelters installed.,  (10 groups of 10 each) ",1957 ,1
DICKINSON_NORWAY_MNGM_0003_1.csv,1. 350 hood shelters installed on 6  ft. contour in 1958 ,2/59 ,1
CHIPPEWA_TROUTBROOK_MNGM_0002_1.csv,"1. Preliminary survey with Tody &  Feldhauser Oct. 1956; surveyed  by D. Scott, Eng. Sec. 8/57.  Dam constructed (LSI) summer  1958; brush cut by prison labor  winter 1958-59; impondment  flooded spring 1959 with head at  dam of 5 ft. Flooding approx. 22  acres (see flies les. for detail). ",10/60 ,0
LUCE_PRATT_MNGM_0003_1.csv,3. 111brush shelters installed Nov.  1956 (LSI)  Checked by skin diving-all ingood  condition (see notes and refs. ) ,1956 ,1
IRON_DEER_MNGM_0001_2.csv,10. Prog. not acceptable to property  owners. Do not install screens or  treat lake chemically. ,11/64 ,1
CALHOUN_HOMERMILL_MNGM_0003_1.csv, MISC. Dam had provided impounded waters  operating a feed mill. Ownership of  has changed. Mill was converted to  electricity. Maintenance and liability  associated with the dam prompted the  leave the dam open. ,dam ,0
LUCE_MINISTIQUENORTH_MNGM_0005_2.csv,13. Constructed water control  device on heavy culvert (McCauley  Marsh) Sec. 23 and rebuilt low-  head dam on Novak property in  Sec. 24 (LSI) ,1962.0,0
LUCE_MINISTIQUENORTH_MNGM_0005_2.csv,"20. McCauley Marsh stocked as  recommended, 1970. ",1972.0,0
SCHOOLCRAFT_PETES_MNGM_0001_1.csv,"2. Installed 210 Hoad shelters. Some  in groups of 10 and some singly  on west central bar). Shelters  placed near outlet off NE point,  NNW point, NW bay and central  bar (4-6' depth) 10/21/58)  (Serbinski LSI) ",1958.0,0
SCHOOLCRAFT_PETES_MNGM_0001_1.csv,"7. LSI Sec. removed Hode shelters  Sunken Island & deposited in deeper  water 7/63. (LSI)  MISC: 6/29/72 With rangers John Kanjava  Bruce Berkos, USFS, checked lake for  of shelters, and demonstrated how to  'Teepee Type"" shelters. Shelters to be  singly or in groups of 6 or 8 depending ",1963.0,0
DICKINSON_BASS_MNGM_0003_1.csv,1. Brush shelters not installed  pending access road to lake. ,12/55 ,0
DICKINSON_BASS_MNGM_0003_1.csv,1. Public fishing site completed  1958. 250 hood type shelters  installed 1958. ,2/59 ,1
MASON_HACKERT_MNGM_0003_1.csv, brush shelters by Mason County  Sportsmen's Club. Fall 1949 ,3/57 ,1
LUCE_BASS_MNGM_0003_1.csv,6. 11 Hoad (Jack) shelters placed  on point 11/24/58 - see notes  and refs. (Mgt). ,1/61 ,1
MONTCALM_CRYSTAL_MNGM_0001_1.csv,3. 100 brush shelters installed ,1948 ,1
IRON_ROBINSON_MNGM_0003_1.csv,"1. No stocking 1944 -date (1947)  , 2. Brush shelters 1948. ",12-2- ,0
BARAGA_HURON_MNGM_0001_1.csv," Rock bass, smallmouth bass, brook  trout, suckers & minnows also collected.  Anglers report rainbow trout, n. pike  & yellow perch. Lkae trout & whitefish  taken commercially. ",6/63 ,0
OTSEGO_DIXON_MNGM_0001_1.csv,"8. 40 brush shelters installed,  summer, 1974. ",2/79 ,1
GRANDTRAVERSE_RENNIE_MNGM_0001_1.csv,1. Brush shelters installed 1952 ,3/60 ,0
KEWEENAW_GARDENCITY_MNGM_0001_1.csv,9. Dropped. Dam washed out by flood  spring 1968 ,6/67 ,0
MENOMINEE_BASS_MNGM_0003_1.csv,2. Done. Dam in operation. ,12/60 ,0
CHEBOYGAN_BLACK_MNGM_0001_1.csv,2. 44 brush shelters installed by  MECW in 1933. Also numerous  brush shelters by Black Lake  Association in co-operation with  LSSI starting in 1948. ,,1
CHEBOYGAN_BLACK_MNGM_0001_1.csv,"6. No shelters installed since '53, ",,1
LENAWEE_WAMPLERS_MNGM_0001_1.csv,2. 234 brush shelters installed in ,1967 ,1
OSCODA_MIO_MNGM_0003_1.csv,7. Drawdown attempted Aug. 1977. Heavy  rainfall & difficulty with lower stages  drawdown (could not reach maximum  drawdown of 18.4ft.-only - reached 14.  forced cancelation of the project.  Design & function of the Mio Dam spill  tubes makes it unlikely that the water  level can be drawn down below 14 or  except during a period of low river  This would make detoxification of  water very difficult & greatly increase  danger of a downstream fish kill.  Recommend that the chemical reclamation ,3/79 ,0
OGEMAW_GEORGE_MNGM_0005_1.csv,5. Hoad type shelters installed  fall- 1957 29 groups of 10  each and 1 group of 15 each ,58 ,1
DELTA_ZIGMAUL_MNGM_0001_1.csv,4. Gravel added for trout spawning  area. ,9/62 ,0
HOUGHTON_LOWERDAM_MNGM_0001_1.csv,1. Dam completed and impoundment  flooded in November 1964 ,2/65 ,0
LUCE_MINISTIQUENORTH_MNGM_0005_1.csv,5. 200 brush shelters placed around  entire lake at 15-25' depths by CCC  1938  152 brush shelters in groups of 8  placed on E shoal fall '52 Hansen  (LSI)  148 brush shelters in groups of 8  placed on W shoal fall'53 (Mitzner  (LSI) ,1948.0,1
CASS_BALDWIN_MNGM_0003_1.csv,2. 165 brush shelters installed  1951-1952. ,1/73 ,1
NEWAYGO_BROOKINGS_MNGM_0001_1.csv,"3. 65 brush shelters installed  spring, 1954. ",7/54 ,1
ALPENA_BEAVER_MNGM_0001_1.csv,"15. 138 brush shelters installed -  summer, 1978. ",2/79 ,1
ONTONAGON_DEADMAN_MNGM_0003_2.csv,10. Trees felled and anchored along  most of north shore and a small  portion of south shore. Two large  brush shelters sunk in north and  south ends of lake. ,3/62 ,1
