'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
50,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
53,0,,0,
100,0,,0,
53,0,,0,
53,0,,0,
57,0,,0,
60,0,,0,
77,0,,0,
88,1,eradication,585,rotenone
62,0,,0,
80,0,,0,
67,0,,0,
75,0,,0,
75,0,,0,
100,0,,0,
80,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
86,1,stocking,3081,stocked
63,0,,0,
86,1,stocking,3082,stocked
0,0,,0,
57,0,,0,
88,1,stocking,3083,stocking
0,0,,0,
100,0,,0,
43,0,,0,
94,0,,0,
88,1,habitat,257,shelters
67,0,,0,
46,0,,0,
88,1,stocking,3085,planting
50,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
46,0,,0,
53,0,,0,
57,0,,0,
50,0,,0,
55,0,,0,
0,0,,0,
53,0,,0,
46,0,,0,
46,0,,0,
60,0,,0,
62,0,,0,
75,0,,0,
86,1,stocking,3087,planted
50,0,,0,
60,0,,0,
60,0,,0,
88,1,eradication,588,rotenone
86,1,stocking,3088,planted
88,1,stocking,3089,released
0,0,,0,
70,0,,0,
86,1,stocking,3090,stocked
57,0,,0,
86,1,stocking,3091,stocked
60,0,,0,
78,0,,0,
88,1,stocking,3092,released
75,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,3093,stocked
73,0,,0,
80,0,,0,
86,1,eradication,589,poisoning
60,0,,0,
86,1,stocking,3094,planted
43,0,,0,
67,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
86,1,stocking,3097,planted
73,0,,0,
53,0,,0,
57,0,,0,
46,0,,0,
67,0,,0,
89,0,,0,
67,0,,0,
53,0,,0,
59,0,,0,
60,0,,0,
86,1,stocking,3099,planted
91,0,,0,
67,0,,0,
80,0,,0,
75,0,,0,
46,0,,0,
67,0,,0,
53,0,,0,
60,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,3100,planted
75,0,,0,
60,0,,0,
47,0,,0,
60,0,,0,
50,0,,0,
40,0,,0,
60,0,,0,
67,0,,0,
82,0,,0,
86,1,stocking,3101,planted
46,0,,0,
88,1,stocking,3102,released
88,1,stocking,3103,released
71,0,,0,
67,0,,0,
44,0,,0,
50,0,,0,
82,0,,0,
86,1,stocking,3104,planted
83,0,,0,
86,1,stocking,3105,planted
75,0,,0,
100,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,3107,planted
88,1,eradication,590,rotenone
100,0,,0,
0,0,,0,
86,1,stocking,3108,stocked
86,1,stocking,3109,stocked
71,0,,0,
50,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
61,0,,0,
100,0,,0,
82,0,,0,
86,1,stocking,3112,planted
93,0,,0,
100,0,,0,
88,0,,0,
63,0,,0,
86,1,stocking,3115,planted
77,0,,0,
53,0,,0,
53,0,,0,
57,0,,0,
80,0,,0,
60,0,,0,
47,0,,0,
80,0,,0,
64,0,,0,
57,0,,0,
80,0,,0,
62,0,,0,
82,0,,0,
62,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,3116,planted
75,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
62,0,,0,
75,0,,0,
75,0,,0,
90,1,eradication,592,chemically
88,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
88,1,stocking,3121,released
0,0,,0,
86,1,stocking,3122,stocked
86,1,stocking,3123,planted
86,1,stocking,3124,stocked
88,1,stocking,3125,released
88,1,stocking,3126,released
38,0,,0,
80,0,,0,
88,1,stocking,3127,released
88,1,stocking,3128,released
44,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,3129,planted
94,0,,0,
50,0,,0,
80,0,,0,
100,0,,0,
0,0,,0,
57,0,,0,
67,0,,0,
67,0,,0,
82,0,,0,
47,0,,0,
60,0,,0,
86,1,regulation,316,seining
60,0,,0,
56,0,,0,
86,1,regulation,317,seining
80,0,,0,
69,0,,0,
56,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,3131,stocked
50,0,,0,
86,1,stocking,3132,planted
0,0,,0,
86,1,stocking,3133,planted
57,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,3134,planted
86,1,stocking,3135,planted
100,0,,0,
86,1,stocking,3136,planted
82,0,,0,
60,0,,0,
59,0,,0,
80,0,,0,
46,0,,0,
88,1,habitat,260,shelters
59,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
50,0,,0,
62,0,,0,
86,1,stocking,3137,stocked
67,0,,0,
50,0,,0,
94,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
62,0,,0,
57,0,,0,
53,0,,0,
53,0,,0,
53,0,,0,
86,1,stocking,3139,stocked
80,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
50,0,,0,
0,0,,0,
59,0,,0,
73,0,,0,
0,0,,0,
0,0,,0,
94,0,,0,
86,1,stocking,3141,planted
88,1,habitat,262,shelters
100,0,,0,
67,0,,0,
67,0,,0,
88,1,stocking,3142,stocking
57,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
62,0,,0,
50,0,,0,
53,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
83,0,,0,
86,1,stocking,3143,stocked
67,0,,0,
40,0,,0,
75,0,,0,
60,0,,0,
75,0,,0,
50,0,,0,
0,0,,0,
86,1,regulation,323,seining
100,0,,0,
57,0,,0,
100,0,,0,
86,1,stocking,3145,planted
55,0,,0,
83,0,,0,
50,0,,0,
57,0,,0,
88,0,,0,
88,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
94,0,,0,
67,0,,0,
50,0,,0,
57,0,,0,
83,0,,0,
55,0,,0,
50,0,,0,
57,0,,0,
40,0,,0,
57,0,,0,
60,0,,0,
59,0,,0,
62,0,,0,
62,0,,0,
89,1,stocking,3151,Stoc
67,0,,0,
50,0,,0,
83,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,3152,stocked
75,0,,0,
76,0,,0,
77,0,,0,
77,0,,0,
64,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
78,0,,0,
88,1,stocking,3153,released
75,0,,0,
60,0,,0,
60,0,,0,
80,0,,0,
86,1,stocking,3154,planted
100,0,,0,
76,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,3155,stocked
80,0,,0,
88,1,stocking,3156,released
50,0,,0,
62,0,,0,
88,1,stocking,3157,released
88,1,stocking,3158,released
88,1,stocking,3159,released
88,1,stocking,3160,released
25,0,,0,
88,1,stocking,3161,released
75,0,,0,
88,1,stocking,3162,released
50,0,,0,
71,0,,0,
60,0,,0,
86,1,stocking,3163,planted
71,0,,0,
62,0,,0,
67,0,,0,
0,0,,0,
0,0,,0,
59,0,,0,
86,1,stocking,3164,planted
55,0,,0,
62,0,,0,
67,0,,0,
86,1,stocking,3165,stocked
86,1,stocking,3166,planted
88,1,habitat,264,shelters
62,0,,0,
73,0,,0,
57,0,,0,
86,1,stocking,3167,planted
86,1,stocking,3168,planted
