'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
100,0,,0,
62,0,,0,
93,0,,0,
67,0,,0,
75,1,eradication,25,Gill
75,1,eradication,26,Gill
100,0,,0,
80,1,stocking,85,plant
100,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
63,0,,0,
100,0,,0,
0,0,,0,
57,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
43,0,,0,
94,0,,0,
93,0,,0,
67,0,,0,
46,0,,0,
88,1,stocking,92,planting
62,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
46,0,,0,
53,0,,0,
62,0,,0,
50,0,,0,
55,0,,0,
0,0,,0,
57,0,,0,
46,0,,0,
46,0,,0,
60,0,,0,
62,0,,0,
75,1,regulation,15,declining
86,1,stocking,94,planted
50,0,,0,
60,0,,0,
60,0,,0,
100,0,,0,
86,1,stocking,95,planted
88,1,stocking,96,released
0,0,,0,
70,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
60,0,,0,
89,0,,0,
88,1,stocking,99,released
75,1,eradication,31,Gill
62,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
73,0,,0,
93,0,,0,
86,0,,0,
60,0,,0,
86,1,stocking,102,planted
55,0,,0,
67,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
56,0,,0,
86,1,stocking,105,planted
73,0,,0,
53,0,,0,
62,0,,0,
46,0,,0,
100,0,,0,
89,0,,0,
67,0,,0,
53,0,,0,
62,0,,0,
60,0,,0,
86,1,stocking,107,planted
91,0,,0,
67,0,,0,
93,0,,0,
75,1,habitat,18,installed
46,0,,0,
67,0,,0,
53,0,,0,
62,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,109,planted
75,1,eradication,34,gill
60,0,,0,
47,0,,0,
60,0,,0,
50,0,,0,
40,0,,0,
60,0,,0,
67,0,,0,
82,1,stocking,110,plantings
86,1,stocking,111,planted
46,0,,0,
88,1,stocking,112,released
88,1,stocking,113,released
86,1,stocking,114,shocked
67,0,,0,
60,0,,0,
50,0,,0,
89,0,,0,
86,1,stocking,115,planted
83,0,,0,
86,1,stocking,116,planted
75,1,eradication,36,Gill
100,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,118,planted
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
50,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
61,0,,0,
100,0,,0,
82,1,stocking,123,plantings
86,1,stocking,124,planted
93,0,,0,
100,0,,0,
88,0,,0,
63,0,,0,
92,0,,0,
77,1,stocking,127,lease
57,0,,0,
57,0,,0,
67,0,,0,
80,1,habitat,19,marsh
60,0,,0,
47,0,,0,
93,0,,0,
64,0,,0,
57,0,,0,
80,0,,0,
62,0,,0,
94,0,,0,
62,0,,0,
67,0,,0,
75,1,habitat,20,rock
86,1,stocking,130,planted
75,1,habitat,21,rock
100,0,,0,
60,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
62,0,,0,
75,1,eradication,40,gill
75,1,eradication,41,Gill
90,0,,0,
88,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
88,1,stocking,135,released
0,0,,0,
100,0,,0,
86,1,stocking,137,planted
100,0,,0,
88,1,stocking,139,released
88,1,stocking,140,released
46,0,,0,
80,1,stocking,141,planted.
88,1,stocking,142,released
88,1,stocking,143,released
44,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,144,planted
94,0,,0,
60,0,,0,
93,0,,0,
100,0,,0,
0,0,,0,
57,0,,0,
67,0,,0,
67,0,,0,
94,0,,0,
47,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
62,0,,0,
100,0,,0,
80,1,habitat,23,March
69,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
86,1,stocking,149,planted
0,0,,0,
86,1,stocking,150,planted
57,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,151,planted
86,1,stocking,152,planted
100,0,,0,
86,1,stocking,153,planted
82,1,stocking,154,plantings
60,0,,0,
59,0,,0,
80,1,stocking,155,plant
46,0,,0,
93,0,,0,
59,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
50,0,,0,
62,0,,0,
100,0,,0,
67,0,,0,
50,0,,0,
94,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
62,0,,0,
57,0,,0,
57,0,,0,
57,0,,0,
59,0,,0,
100,0,,0,
80,1,regulation,26,Open
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
50,0,,0,
0,0,,0,
62,0,,0,
73,0,,0,
0,0,,0,
0,0,,0,
94,0,,0,
86,1,stocking,161,planted
93,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
57,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
62,0,,0,
50,0,,0,
53,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
36,0,,0,
75,0,,0,
60,0,,0,
75,0,,0,
50,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
86,1,stocking,165,planted
55,0,,0,
92,0,,0,
50,0,,0,
86,0,,0,
100,0,,0,
88,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
75,1,eradication,49,Gill
100,0,,0,
100,0,,0,
60,0,,0,
94,0,,0,
67,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
55,0,,0,
55,0,,0,
57,0,,0,
40,0,,0,
62,0,,0,
60,0,,0,
59,0,,0,
62,0,,0,
62,0,,0,
89,1,stocking,171,Stoc
67,0,,0,
50,0,,0,
100,0,,0,
67,0,,0,
64,0,,0,
100,0,,0,
75,1,stocking,173,Pat
76,1,stocking,174,"established,"
77,1,regulation,38,success
77,1,regulation,39,success
64,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
89,0,,0,
88,1,stocking,175,released
75,1,eradication,51,gill
60,0,,0,
60,0,,0,
80,0,,0,
86,1,stocking,176,planted
100,0,,0,
76,1,stocking,177,establishing
67,0,,0,
67,0,,0,
100,0,,0,
80,1,habitat,29,marsh
88,1,stocking,179,released
50,0,,0,
62,0,,0,
88,1,stocking,180,released
88,1,stocking,181,released
88,1,stocking,182,released
88,1,stocking,183,released
25,0,,0,
88,1,stocking,184,released
75,1,eradication,53,Gill
88,1,stocking,185,released
50,0,,0,
71,0,,0,
62,0,,0,
86,1,stocking,186,planted
71,0,,0,
62,0,,0,
67,0,,0,
0,0,,0,
0,0,,0,
59,0,,0,
86,1,stocking,187,planted
55,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,189,planted
93,0,,0,
62,0,,0,
73,0,,0,
57,0,,0,
86,1,stocking,190,planted
86,1,stocking,191,planted
50,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
88,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
71,0,,0,
77,1,eradication,57,portion
84,1,stocking,198,introduced
0,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
100,0,,0,
73,0,,0,
100,0,,0,
71,0,,0,
73,0,,0,
86,1,stocking,203,planted
56,0,,0,
60,0,,0,
67,0,,0,
86,0,,0,
57,0,,0,
50,0,,0,
86,1,stocking,204,planted
86,1,stocking,205,planted
86,1,stocking,206,planted
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
55,0,,0,
53,0,,0,
93,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,212,planted
53,0,,0,
100,0,,0,
80,1,stocking,213,planted:
62,0,,0,
67,0,,0,
86,1,stocking,214,planted
50,0,,0,
59,0,,0,
0,0,,0,
94,0,,0,
60,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
84,1,stocking,216,introduced
76,1,stocking,217,established.
86,1,stocking,218,planted
86,1,stocking,219,planted
86,1,stocking,220,planted
53,0,,0,
46,0,,0,
64,0,,0,
67,0,,0,
86,1,stocking,221,planted
86,0,,0,
86,1,stocking,222,planted
70,0,,0,
86,1,stocking,223,planted
47,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
75,1,eradication,64,Gill
67,0,,0,
60,0,,0,
86,1,stocking,225,planted
50,0,,0,
60,0,,0,
60,0,,0,
57,0,,0,
88,1,stocking,226,released
62,0,,0,
57,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
100,0,,0,
50,0,,0,
0,0,,0,
0,0,,0,
60,0,,0,
67,0,,0,
73,0,,0,
93,0,,0,
86,1,stocking,228,planted
77,1,habitat,35,gravels
67,0,,0,
100,0,,0,
46,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
84,0,,0,
59,0,,0,
94,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
63,0,,0,
71,0,,0,
90,0,,0,
88,0,,0,
92,0,,0,
50,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,238,planted
46,0,,0,
75,1,regulation,44,Size
67,0,,0,
86,1,stocking,239,planted
80,1,stocking,240,"planted,"
100,0,,0,
67,0,,0,
59,0,,0,
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
62,0,,0,
50,0,,0,
100,0,,0,
62,0,,0,
50,0,,0,
100,0,,0,
64,0,,0,
75,1,eradication,70,gill
67,0,,0,
67,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,246,planted
86,1,stocking,247,planted
94,0,,0,
67,0,,0,
86,1,stocking,249,planted
46,0,,0,
53,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
80,1,stocking,250,plant
60,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,253,planted
67,0,,0,
93,0,,0,
80,0,,0,
46,0,,0,
0,0,,0,
67,0,,0,
86,1,habitat,36,filling
60,0,,0,
55,0,,0,
67,0,,0,
59,0,,0,
56,0,,0,
56,0,,0,
67,0,,0,
67,0,,0,
60,0,,0,
80,0,,0,
100,0,,0,
86,1,stocking,256,planted
80,1,stocking,257,planted:
62,0,,0,
47,0,,0,
59,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
55,0,,0,
67,0,,0,
93,0,,0,
73,0,,0,
75,1,eradication,74,will
57,0,,0,
100,0,,0,
94,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
71,0,,0,
60,0,,0,
57,0,,0,
0,0,,0,
53,0,,0,
67,0,,0,
93,0,,0,
62,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,261,planted
59,0,,0,
71,0,,0,
0,0,,0,
86,1,stocking,262,planted
86,1,stocking,263,planted
80,1,stocking,264,release
67,0,,0,
60,0,,0,
46,0,,0,
62,0,,0,
69,0,,0,
53,0,,0,
50,0,,0,
88,0,,0,
60,0,,0,
50,0,,0,
60,0,,0,
100,0,,0,
95,0,,0,
56,0,,0,
100,0,,0,
75,1,eradication,77,gill
80,0,,0,
76,1,eradication,79,Erradication
0,0,,0,
44,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
86,1,stocking,268,planted
100,0,,0,
80,1,stocking,270,plant
73,0,,0,
57,0,,0,
100,0,,0,
67,0,,0,
94,0,,0,
100,0,,0,
69,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
59,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
57,0,,0,
100,0,,0,
94,0,,0,
67,0,,0,
53,0,,0,
71,0,,0,
60,0,,0,
0,0,,0,
88,1,stocking,278,released
67,0,,0,
75,1,stocking,279,produce
93,0,,0,
75,1,habitat,43,rock
67,0,,0,
67,0,,0,
100,0,,0,
73,0,,0,
67,0,,0,
73,0,,0,
55,0,,0,
67,0,,0,
55,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
0,0,,0,
100,0,,0,
46,0,,0,
46,0,,0,
100,0,,0,
86,1,stocking,285,planted
88,1,stocking,286,released
0,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,289,planted
88,1,stocking,290,released
43,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
80,1,regulation,54,Open
74,0,,0,
100,0,,0,
62,0,,0,
0,0,,0,
100,0,,0,
46,0,,0,
57,0,,0,
86,0,,0,
57,0,,0,
100,0,,0,
57,0,,0,
67,0,,0,
50,0,,0,
84,1,stocking,297,introduced
62,0,,0,
67,0,,0,
60,0,,0,
80,1,habitat,44,marsh
46,0,,0,
86,1,stocking,298,planted
75,1,eradication,84,gill
60,0,,0,
86,1,stocking,299,shocked
86,0,,0,
88,1,stocking,300,released
100,0,,0,
80,1,eradication,86,dicate
67,0,,0,
60,0,,0,
46,0,,0,
50,0,,0,
67,0,,0,
80,1,stocking,301,planted:
67,0,,0,
100,0,,0,
60,0,,0,
46,0,,0,
86,1,stocking,303,planted
86,1,stocking,304,planted
71,0,,0,
82,1,stocking,305,planting.
46,0,,0,
82,1,stocking,306,plantings
60,0,,0,
94,0,,0,
86,1,stocking,307,planted
0,0,,0,
67,0,,0,
57,0,,0,
46,0,,0,
0,0,,0,
100,0,,0,
71,0,,0,
75,0,,0,
56,0,,0,
55,0,,0,
55,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
93,0,,0,
50,0,,0,
47,0,,0,
67,0,,0,
62,0,,0,
80,0,,0,
57,0,,0,
80,1,stocking,309,shocked.
67,0,,0,
50,0,,0,
43,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
63,0,,0,
100,0,,0,
44,0,,0,
82,1,stocking,312,plantings
100,0,,0,
71,0,,0,
44,0,,0,
60,0,,0,
50,0,,0,
53,0,,0,
0,0,,0,
0,0,,0,
86,0,,0,
53,0,,0,
73,0,,0,
0,0,,0,
60,0,,0,
67,0,,0,
50,0,,0,
53,0,,0,
57,0,,0,
59,0,,0,
60,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
62,0,,0,
93,0,,0,
100,0,,0,
80,1,stocking,314,established
80,1,habitat,47,marsh
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
59,0,,0,
0,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
71,0,,0,
100,0,,0,
75,1,eradication,96,gill
59,0,,0,
53,0,,0,
50,0,,0,
67,0,,0,
80,1,stocking,321,"planted,"
67,0,,0,
75,1,eradication,97,Gill
67,0,,0,
67,0,,0,
80,0,,0,
80,0,,0,
67,0,,0,
67,0,,0,
77,1,regulation,63,success
86,1,stocking,322,planted
0,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
63,0,,0,
80,1,stocking,324,planted:
67,0,,0,
53,0,,0,
67,0,,0,
93,0,,0,
89,0,,0,
80,1,stocking,325,plant
100,0,,0,
88,1,stocking,327,planting
82,1,stocking,328,plantings
67,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
76,1,stocking,329,established.
89,0,,0,
100,0,,0,
88,1,stocking,331,released
88,1,stocking,332,released
57,0,,0,
88,1,stocking,333,released
100,0,,0,
88,1,stocking,334,released
88,1,stocking,335,released
88,1,stocking,336,released
0,0,,0,
0,0,,0,
94,0,,0,
60,0,,0,
100,0,,0,
77,0,,0,
0,0,,0,
57,0,,0,
46,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
75,1,eradication,103,gill
100,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
86,1,stocking,340,planted
71,0,,0,
86,1,stocking,341,planted
86,1,stocking,342,planted
67,0,,0,
67,0,,0,
86,1,stocking,343,planted
57,0,,0,
94,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
94,0,,0,
86,1,stocking,349,planted
100,0,,0,
53,0,,0,
0,0,,0,
75,1,eradication,105,Gill
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
40,0,,0,
50,0,,0,
62,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
62,0,,0,
62,0,,0,
94,0,,0,
46,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
64,0,,0,
46,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
94,0,,0,
100,0,,0,
67,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
53,0,,0,
100,0,,0,
55,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
63,0,,0,
67,0,,0,
80,1,habitat,53,marsh
67,0,,0,
100,0,,0,
80,1,stocking,364,planted.
55,0,,0,
67,0,,0,
88,1,stocking,365,released
88,1,stocking,366,released
50,0,,0,
67,0,,0,
67,0,,0,
88,1,stocking,367,planting
100,0,,0,
88,1,stocking,369,planting
86,1,stocking,370,planted
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
100,0,,0,
77,1,regulation,72,success
60,0,,0,
67,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
100,0,,0,
86,1,stocking,374,planted
67,0,,0,
86,1,stocking,375,planted
86,1,stocking,376,planted
86,1,stocking,377,planted
71,0,,0,
86,1,stocking,378,planted
86,1,stocking,379,planted
55,0,,0,
46,0,,0,
86,1,stocking,380,planted
46,0,,0,
100,0,,0,
88,1,stocking,381,released
88,1,stocking,382,released
80,0,,0,
25,0,,0,
86,0,,0,
67,0,,0,
67,0,,0,
82,1,stocking,383,planting.
0,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
91,1,regulation,74,restricting
86,1,stocking,386,planted
86,1,stocking,387,planted
67,0,,0,
86,1,stocking,388,planted
0,0,,0,
86,1,stocking,389,planted
46,0,,0,
67,0,,0,
86,1,stocking,390,planted
43,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
71,0,,0,
100,0,,0,
80,1,habitat,57,marsh
80,1,habitat,58,marsh
100,0,,0,
60,0,,0,
60,0,,0,
100,0,,0,
67,0,,0,
50,0,,0,
95,0,,0,
67,0,,0,
100,0,,0,
62,0,,0,
67,0,,0,
62,0,,0,
62,0,,0,
86,1,stocking,397,planted
64,0,,0,
86,1,stocking,398,planted
86,1,stocking,399,planted
76,1,stocking,400,established;
88,1,stocking,401,released
67,0,,0,
0,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
59,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
78,1,stocking,403,plantings.
0,0,,0,
0,0,,0,
0,0,,0,
80,1,stocking,404,"planted,"
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
62,0,,0,
57,0,,0,
60,0,,0,
62,0,,0,
50,0,,0,
0,0,,0,
88,1,stocking,406,released
0,0,,0,
88,1,stocking,407,released
50,0,,0,
50,0,,0,
0,0,,0,
80,1,stocking,408,"planted,"
55,0,,0,
88,1,stocking,409,planting
0,0,,0,
53,0,,0,
59,0,,0,
67,0,,0,
46,0,,0,
62,0,,0,
65,0,,0,
80,1,stocking,410,planted.
57,0,,0,
0,0,,0,
67,0,,0,
80,1,habitat,60,marsh
86,1,stocking,411,planted
86,1,stocking,412,planted
50,0,,0,
0,0,,0,
88,1,eradication,114,rotonone
86,1,stocking,413,planted
100,0,,0,
86,1,stocking,414,planted
82,1,stocking,415,plantings
57,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
50,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
62,0,,0,
71,0,,0,
62,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
47,0,,0,
50,0,,0,
75,0,,0,
67,0,,0,
88,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
100,0,,0,
67,0,,0,
88,0,,0,
89,0,,0,
100,0,,0,
80,1,stocking,425,"planted,"
100,0,,0,
60,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
0,0,,0,
60,0,,0,
0,0,,0,
50,0,,0,
60,0,,0,
59,0,,0,
100,0,,0,
53,0,,0,
67,0,,0,
86,0,,0,
46,0,,0,
50,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
0,0,,0,
67,0,,0,
46,0,,0,
56,0,,0,
100,0,,0,
88,0,,0,
50,0,,0,
71,0,,0,
94,0,,0,
100,0,,0,
50,0,,0,
80,1,stocking,430,plant
100,0,,0,
86,1,stocking,431,planted
100,0,,0,
50,0,,0,
50,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
47,0,,0,
55,0,,0,
58,0,,0,
64,0,,0,
69,0,,0,
50,0,,0,
56,0,,0,
100,0,,0,
50,0,,0,
36,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
67,0,,0,
70,0,,0,
100,0,,0,
88,1,stocking,437,planting
94,0,,0,
100,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
73,0,,0,
75,1,eradication,128,Gill
60,0,,0,
86,1,stocking,440,planted
67,0,,0,
86,1,stocking,441,planted
80,1,stocking,442,"planted,"
100,0,,0,
69,0,,0,
80,1,stocking,443,planted.
50,0,,0,
0,0,,0,
86,1,stocking,444,planted
75,1,eradication,130,gill
50,0,,0,
100,0,,0,
59,0,,0,
86,1,stocking,445,planted
46,0,,0,
50,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
86,0,,0,
53,0,,0,
71,0,,0,
62,0,,0,
50,0,,0,
63,0,,0,
70,0,,0,
100,0,,0,
50,0,,0,
71,0,,0,
100,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,448,planted
88,1,stocking,449,released
62,0,,0,
88,1,stocking,450,released
57,0,,0,
88,1,stocking,451,released
88,1,stocking,452,released
67,0,,0,
44,0,,0,
50,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
73,0,,0,
67,0,,0,
60,0,,0,
60,0,,0,
75,0,,0,
53,0,,0,
55,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
