'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
100,0,,0,
100,0,,0,
67,1,eradication,516,in
71,1,eradication,517,Revised
88,1,stocking,898,released
100,0,,0,
100,0,,0,
93,0,,0,
94,0,,0,
86,1,stocking,903,planted
94,0,,0,
86,1,stocking,904,planted
67,1,regulation,378,at
0,0,,0,
0,0,,0,
0,0,,0,
67,1,eradication,519,indicates
67,1,eradication,520,indicates
43,0,,0,
74,1,stocking,905,transferred
67,1,habitat,326,Legislation
67,1,regulation,379,pseeds
67,1,habitat,327,See
53,1,eradication,521,approved
50,1,regulation,380,mapped
100,0,,0,
50,1,regulation,382,mapped
62,1,stocking,906,doing
67,1,eradication,522,Fish
0,0,,0,
67,1,eradication,523,in
59,1,habitat,328,fingerling
100,0,,0,
67,1,eradication,524,(gill
100,0,,0,
67,1,eradication,525,Pond
46,0,,0,
93,0,,0,
88,1,stocking,909,planting
0,0,,0,
67,0,,0,
91,0,,0,
93,0,,0,
46,0,,0,
60,1,regulation,384,winter
80,1,stocking,911,"planted,"
75,0,,0,
67,0,,0,
100,0,,0,
86,1,stocking,913,planted
86,0,,0,
57,1,stocking,914,to
71,1,eradication,530,Revised
62,1,stocking,915,doing
75,0,,0,
67,1,eradication,531,in
62,1,stocking,916,"Deleted,"
100,0,,0,
60,1,eradication,532,poor
62,1,stocking,918,Deleted.
100,0,,0,
67,1,regulation,387,census
75,1,eradication,533,gill
71,1,eradication,534,Revised
100,0,,0,
62,1,stocking,921,sucker
57,1,stocking,922,treated
67,1,habitat,330,shiners
67,1,eradication,535,in
86,1,stocking,923,planted
83,0,,0,
86,1,stocking,924,planted
67,1,regulation,389,census
100,0,,0,
67,1,eradication,536,in
0,0,,0,
100,0,,0,
80,1,stocking,927,planted.
50,1,regulation,390,"Completed,"
62,1,eradication,537,chem.
86,1,stocking,928,planted
53,1,stocking,929,Partial
100,0,,0,
57,1,habitat,331,rbw
67,1,eradication,538,in
80,1,stocking,931,"planted,"
67,1,eradication,539,in
67,1,eradication,540,in
46,0,,0,
100,0,,0,
0,0,,0,
67,1,eradication,541,in
50,1,habitat,332,survey
100,0,,0,
100,0,,0,
65,1,eradication,542,Reclamation
86,1,stocking,935,planted
56,1,eradication,543,Continued.
80,1,stocking,936,plant
82,1,stocking,937,plantings
86,0,,0,
94,0,,0,
86,1,stocking,939,planted
100,0,,0,
62,1,eradication,545,population
60,1,regulation,392,bass
80,1,stocking,941,introduced.
80,1,stocking,942,"planted,"
75,1,habitat,333,days
75,1,habitat,334,rock
75,1,habitat,335,rock
100,0,,0,
100,0,,0,
100,0,,0,
50,1,regulation,395,mapped
75,1,habitat,337,installed
88,1,stocking,943,released
75,1,habitat,338,rock
88,1,stocking,944,released
62,1,regulation,396,Successful
86,1,stocking,945,planted
100,0,,0,
100,0,,0,
67,1,stocking,948,balanced
42,0,,0,
62,1,habitat,339,General
100,0,,0,
86,0,,0,
100,0,,0,
75,1,eradication,547,dicates
86,1,stocking,950,planted
94,0,,0,
47,0,,0,
50,1,eradication,548,developed
50,1,regulation,397,mapped
69,1,regulation,398,Electrofishing
67,1,eradication,549,Fish
56,1,habitat,341,fingerlings
86,1,stocking,952,planted
67,1,regulation,399,at
100,0,,0,
100,0,,0,
88,1,stocking,953,released
88,0,,0,
73,1,habitat,343,marsh.
67,1,eradication,551,seined
100,0,,0,
86,1,stocking,955,planted
86,1,stocking,956,planted
62,1,eradication,552,date
50,1,regulation,401,mapped
57,1,stocking,957,treated
100,0,,0,
100,0,,0,
0,0,,0,
86,1,stocking,959,planted
80,1,stocking,960,established
86,1,stocking,961,planted
71,1,stocking,962,produced
11,0,,0,
67,1,eradication,553,in
77,1,regulation,403,success
80,1,stocking,963,planted.
100,0,,0,
67,1,regulation,404,at
67,1,regulation,405,at
53,1,stocking,965,Partial
100,0,,0,
100,0,,0,
95,0,,0,
75,1,eradication,554,Gill
53,1,stocking,969,conducted.
100,0,,0,
100,0,,0,
80,1,stocking,972,planted.
50,1,regulation,406,Completed.
73,1,regulation,407,Owned
0,0,,0,
0,0,,0,
40,0,,0,
95,0,,0,
86,1,stocking,973,planted
46,0,,0,
100,0,,0,
62,1,habitat,345,Delete
100,0,,0,
100,0,,0,
100,0,,0,
60,1,habitat,346,all
80,0,,0,
86,1,stocking,978,planted
93,0,,0,
0,0,,0,
67,1,regulation,408,acres.
62,1,habitat,348,Region
100,0,,0,
57,1,stocking,980,So
73,1,stocking,981,plants
100,0,,0,
67,1,eradication,557,Reverted
62,1,habitat,349,management.
100,0,,0,
60,1,eradication,558,Poor
46,0,,0,
71,1,stocking,984,granted
80,1,stocking,985,established
53,1,regulation,409,completed
67,1,eradication,559,in
67,1,eradication,560,in
67,1,regulation,410,census
100,0,,0,
57,1,stocking,987,trout
67,1,eradication,561,seined
67,1,eradication,562,seined
67,1,eradication,563,seined
50,1,regulation,411,Completed.
0,0,,0,
67,1,regulation,412,at
67,1,eradication,564,indicates
50,1,regulation,413,Netted
67,1,habitat,350,sets
75,1,eradication,565,Gill
60,1,eradication,566,poor
62,1,eradication,567,Private
50,1,stocking,988,net
67,1,stocking,989,netting
80,1,regulation,414,Open
94,0,,0,
57,1,stocking,991,Treated
100,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
50,1,eradication,568,done
93,0,,0,
100,0,,0,
67,1,regulation,416,at
62,1,eradication,569,population
86,1,stocking,994,planted
86,1,stocking,995,planted
67,1,eradication,570,in
57,1,habitat,352,Delete.
82,1,stocking,996,plantings
50,1,regulation,417,Mapped
0,0,,0,
86,1,stocking,997,planted
0,0,,0,
0,0,,0,
62,1,habitat,353,small.
57,1,stocking,998,"netted,"
67,1,eradication,571,Fish
100,0,,0,
57,1,habitat,354,Surveyed
100,0,,0,
100,0,,0,
80,1,habitat,355,March
71,1,eradication,572,mycin
80,1,stocking,1000,planted.
59,1,habitat,356,fingerling
67,1,eradication,573,seined
67,1,eradication,574,seined
67,1,eradication,575,seined
57,1,stocking,1001,Treated
70,1,regulation,420,reduction
86,1,stocking,1002,planted
75,0,,0,
62,1,eradication,576,population
67,1,habitat,357,rel
71,1,stocking,1003,eating
62,1,stocking,1004,balanced.
0,0,,0,
86,1,stocking,1005,planted
0,0,,0,
47,0,,0,
0,0,,0,
0,0,,0,
100,0,,0,
53,1,regulation,422,Completed
78,1,stocking,1007,plantings.
100,0,,0,
75,0,,0,
100,0,,0,
62,1,stocking,1009,Deleted.
46,0,,0,
100,0,,0,
46,0,,0,
88,1,stocking,1010,released
46,0,,0,
86,1,stocking,1011,planted
100,0,,0,
0,0,,0,
0,0,,0,
50,1,regulation,424,mapped
67,1,regulation,425,seine
53,1,stocking,1012,stunted.
50,1,regulation,426,mapped
55,1,eradication,580,above
67,1,eradication,581,Indicates
100,0,,0,
100,0,,0,
0,0,,0,
75,1,eradication,582,will
46,0,,0,
67,1,habitat,360,See
67,1,eradication,583,in
100,0,,0,
100,0,,0,
67,1,eradication,585,(gill
80,1,stocking,1016,introduced.
94,0,,0,
80,0,,0,
71,1,stocking,1018,shocker
100,0,,0,
75,0,,0,
50,1,regulation,429,mapped
100,0,,0,
93,0,,0,
67,1,habitat,362,See
67,1,habitat,363,See
100,0,,0,
100,0,,0,
75,1,eradication,587,Gill
89,0,,0,
86,1,stocking,1021,planted
75,0,,0,
94,0,,0,
60,1,regulation,432,bass
100,0,,0,
67,1,eradication,589,in
100,0,,0,
55,1,habitat,365,Carried
75,1,eradication,590,Toxicity
86,0,,0,
57,1,habitat,367,occasions
100,0,,0,
100,0,,0,
62,1,eradication,592,check
67,1,eradication,593,Pond
88,0,,0,
50,1,stocking,1026,Inventoried
75,0,,0,
67,1,regulation,435,spearing
100,0,,0,
100,0,,0,
80,1,regulation,436,Open
67,1,habitat,368,as
43,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
57,1,regulation,438,spring:
75,1,eradication,594,Gill
86,1,stocking,1030,planted
82,1,stocking,1031,planting.
53,1,eradication,595,(continued)
67,1,eradication,596,indicates
88,1,stocking,1032,released
86,1,stocking,1033,shocked
88,1,stocking,1034,released
88,1,stocking,1035,released
57,1,stocking,1036,trout
60,1,eradication,597,.gills
53,1,regulation,439,completed
86,1,stocking,1037,planted
75,1,eradication,598,gill
82,1,stocking,1038,plantings
100,0,,0,
100,0,,0,
62,1,stocking,1040,"Deleted,"
55,1,eradication,599,"poor,"
29,0,,0,
15,0,,0,
64,1,regulation,441,fishing
67,1,habitat,370,small
46,0,,0,
86,1,stocking,1041,planted
86,1,stocking,1042,planted
67,1,eradication,600,Fish
71,1,eradication,601,Revised
100,0,,0,
47,0,,0,
67,1,stocking,1043,tracing
67,1,regulation,443,State
77,1,stocking,1044,lease
100,0,,0,
100,0,,0,
100,0,,0,
80,1,habitat,371,Basic
75,1,eradication,602,gill
100,0,,0,
100,0,,0,
67,1,eradication,604,in
60,1,habitat,372,been
61,1,regulation,446,fishing.
61,1,regulation,447,fishing.
0,0,,0,
50,1,regulation,448,Mapped
53,1,regulation,449,completed
80,1,stocking,1047,planted.
86,1,stocking,1048,planted
86,1,stocking,1049,planted
73,1,habitat,373,creel
57,1,eradication,605,Supervision.
0,0,,0,
67,1,regulation,450,spearing
86,1,stocking,1050,planted
57,1,eradication,606,Discontinued.
100,0,,0,
93,0,,0,
67,1,habitat,375,reveal
80,1,stocking,1052,planted;
100,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
88,0,,0,
75,0,,0,
62,1,eradication,609,population
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
89,0,,0,
0,0,,0,
60,1,stocking,1056,and
60,1,stocking,1057,and
0,0,,0,
73,1,regulation,453,acres
67,1,stocking,1058,netting
67,1,eradication,611,gills
67,1,eradication,612,in
100,0,,0,
0,0,,0,
62,1,stocking,1060,Deleted.
62,1,stocking,1061,Deleted.
57,1,stocking,1062,Suckers
62,1,eradication,614,pond
73,1,eradication,615,Legal
100,0,,0,
88,0,,0,
70,1,regulation,454,reproduction
60,1,habitat,376,rough
57,1,stocking,1064,Treated
55,1,habitat,377,rainbow
57,1,stocking,1065,trout
50,1,habitat,378,Done-fall
46,0,,0,
0,0,,0,
53,1,stocking,1066,Partial
100,0,,0,
67,1,eradication,617,(gill
100,0,,0,
62,1,eradication,618,Check
67,1,eradication,619,in
64,1,habitat,379,management
47,0,,0,
86,1,stocking,1069,planted
50,1,regulation,455,Mapped
80,1,stocking,1070,planted;
86,1,stocking,1071,planted
86,1,stocking,1072,planted
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
67,1,eradication,622,in
62,1,eradication,623,population
100,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
67,1,eradication,625,in
80,1,habitat,381,marsh
50,1,regulation,457,Mapped
71,1,eradication,626,indicate
100,0,,0,
100,0,,0,
55,1,habitat,382,(see
100,0,,0,
67,1,stocking,1079,Skin
100,0,,0,
100,0,,0,
75,1,eradication,627,Gill
100,0,,0,
75,1,eradication,628,Gill
50,1,regulation,458,mapped
60,1,stocking,1083,and
67,1,habitat,384,Marl
100,0,,0,
100,0,,0,
83,1,habitat,385,gravel
59,1,habitat,386,September
71,1,stocking,1086,located
67,1,eradication,629,in
100,0,,0,
93,0,,0,
67,1,habitat,387,See
62,1,eradication,631,check
67,1,habitat,388,See
100,0,,0,
100,0,,0,
67,1,eradication,633,Fish
67,1,habitat,389,See
0,0,,0,
67,1,eradication,634,in
60,1,regulation,459,bass
100,0,,0,
100,0,,0,
67,1,eradication,635,Fish
71,1,habitat,391,utilize
100,0,,0,
100,0,,0,
100,0,,0,
67,1,habitat,392,as
67,0,,0,
62,1,stocking,1093,after
100,0,,0,
75,0,,0,
0,0,,0,
50,1,regulation,460,Mapped
94,0,,0,
62,1,stocking,1096,noted.
100,0,,0,
67,1,habitat,393,See
100,0,,0,
100,0,,0,
100,0,,0,
67,1,eradication,638,in
59,1,eradication,639,provided
0,0,,0,
60,1,stocking,1099,and
42,0,,0,
50,1,stocking,1100,not
100,0,,0,
53,1,stocking,1102,growing
67,1,regulation,463,State
86,1,stocking,1103,leased
100,0,,0,
57,1,stocking,1105,trout
67,1,regulation,464,being
57,1,regulation,465,spring:
57,1,stocking,1106,to
86,1,stocking,1107,planted
44,0,,0,
0,0,,0,
50,1,eradication,640,Dond
46,0,,0,
67,1,regulation,466,being
80,1,stocking,1108,"planted,"
67,1,regulation,467,spawning
50,1,habitat,394,work
94,0,,0,
67,1,habitat,395,shiners
60,1,regulation,468,bass
50,1,regulation,469,mapped
53,1,habitat,396,"Surveyed,"
100,0,,0,
100,0,,0,
86,1,stocking,1110,planted
100,0,,0,
93,0,,0,
100,0,,0,
44,0,,0,
80,1,stocking,1113,"planted,"
59,1,eradication,642,limestone
67,1,stocking,1114,dated
0,0,,0,
67,1,stocking,1115,netting
73,1,eradication,643,Kilpela
100,0,,0,
75,1,eradication,644,Gill
100,0,,0,
100,0,,0,
67,1,stocking,1119,netting
100,0,,0,
75,1,eradication,645,Gill
100,0,,0,
95,0,,0,
70,1,regulation,471,reproduction
100,0,,0,
60,1,eradication,646,Decision
86,1,stocking,1124,planted
57,1,stocking,1125,changed
67,1,regulation,472,seine
67,1,eradication,647,in
60,1,habitat,398,Dockham
0,0,,0,
0,0,,0,
67,1,eradication,648,in
0,0,,0,
88,1,stocking,1126,transfer
60,1,eradication,649,discontinued
53,1,regulation,473,completed
67,1,eradication,650,Fish
80,1,stocking,1127,"planted,"
60,1,stocking,1128,and
67,1,eradication,651,ers
100,0,,0,
86,1,stocking,1130,shocked
100,0,,0,
69,0,,0,
50,1,regulation,475,Completed.
62,1,habitat,399,action
60,1,habitat,400,all
57,1,habitat,401,dead
67,1,eradication,653,in
100,0,,0,
67,1,habitat,402,small
46,0,,0,
100,0,,0,
86,1,stocking,1133,planted
0,0,,0,
46,0,,0,
67,1,habitat,403,See
100,0,,0,
67,1,habitat,404,See
67,1,eradication,655,seined
67,1,habitat,405,Bass
100,0,,0,
60,1,stocking,1135,and
75,0,,0,
100,0,,0,
53,1,habitat,406,longer
93,0,,0,
64,1,regulation,478,fishing
67,1,eradication,657,Fish
75,0,,0,
67,1,eradication,658,Fish
100,0,,0,
100,0,,0,
62,1,eradication,659,chem.
100,0,,0,
100,0,,0,
50,1,regulation,481,mapped
50,1,eradication,660,developed
100,0,,0,
75,1,eradication,661,gill
94,0,,0,
100,0,,0,
67,1,eradication,662,seined
100,0,,0,
69,1,regulation,482,Electrofishing
69,1,regulation,483,Electrofishing
69,1,regulation,484,Electrofishing
100,0,,0,
86,1,stocking,1144,planted
75,0,,0,
100,0,,0,
67,1,habitat,407,as
67,1,eradication,664,(Gill
71,1,eradication,665,Revised
0,0,,0,
100,0,,0,
100,0,,0,
64,1,regulation,487,fishing
67,1,habitat,408,Designation
86,1,stocking,1147,planted
60,1,stocking,1148,and
100,0,,0,
100,0,,0,
60,1,stocking,1150,and
64,1,regulation,488,fishing
88,1,stocking,1151,planting
86,1,stocking,1152,planted
86,1,stocking,1153,planted
100,0,,0,
46,0,,0,
86,1,stocking,1155,planted
0,0,,0,
60,1,stocking,1156,and
100,0,,0,
50,1,regulation,489,size
86,1,stocking,1158,planted
73,1,stocking,1159,plant)
53,1,stocking,1160,Partial
60,1,stocking,1161,and
63,1,eradication,667,indicated.
55,1,stocking,1162,lake
50,1,regulation,490,mapped
55,1,habitat,409,(see
100,0,,0,
100,0,,0,
100,0,,0,
59,1,habitat,410,September
0,0,,0,
86,1,stocking,1166,planted
0,0,,0,
75,1,eradication,668,gill
62,1,regulation,491,Spring
100,0,,0,
73,1,habitat,411,creel
53,1,habitat,412,"Surveyed,"
93,0,,0,
67,1,eradication,669,in
73,1,habitat,413,creel
67,1,habitat,414,regulations
88,1,stocking,1169,planting
62,1,habitat,415,Delete
40,0,,0,
67,1,eradication,670,"Revised,"
67,1,habitat,416,as
50,1,regulation,492,mapped
57,1,habitat,417,Surveyed
100,0,,0,
67,1,regulation,493,Seined
67,1,habitat,419,See
100,0,,0,
70,1,regulation,495,reaction.
67,1,habitat,420,small
10,0,,0,
67,1,eradication,671,in
86,1,stocking,1170,planted
67,1,eradication,672,in
53,1,eradication,673,Approved
100,0,,0,
59,1,eradication,674,chemistry
69,1,regulation,497,Electrofishing
60,1,regulation,498,bass
84,0,,0,
67,1,regulation,499,at
86,1,stocking,1172,planted
100,0,,0,
100,0,,0,
67,1,eradication,675,in
86,0,,0,
64,1,regulation,500,fishing
88,1,stocking,1174,released
44,0,,0,
100,0,,0,
100,0,,0,
95,0,,0,
100,0,,0,
60,1,habitat,424,see
40,0,,0,
50,1,regulation,501,mapped
57,1,stocking,1178,treated
86,1,stocking,1179,planted
100,0,,0,
100,0,,0,
0,0,,0,
67,1,habitat,426,shiners
57,1,habitat,427,Delete.
57,1,habitat,428,Delete.
88,1,stocking,1181,planting
80,1,stocking,1182,planted.
57,1,habitat,429,Delete.
67,1,habitat,430,as
0,0,,0,
67,1,eradication,677,in
53,1,stocking,1183,growing
46,0,,0,
67,0,,0,
71,1,stocking,1184,taking
67,1,habitat,431,small
0,0,,0,
53,1,eradication,679,approved
59,1,eradication,680,population.
62,1,stocking,1185,doing
73,1,stocking,1186,plants
67,1,eradication,681,indicated
50,1,regulation,502,mapped
59,1,eradication,682,recovered.
0,0,,0,
50,1,eradication,683,kokanee
50,1,eradication,684,None
0,0,,0,
0,0,,0,
0,0,,0,
75,1,eradication,685,gill
60,1,eradication,686,Poor
56,1,regulation,503,Continuing.
67,1,eradication,687,in
67,1,stocking,1187,angling
67,1,habitat,432,as
100,0,,0,
67,1,eradication,688,in
80,1,habitat,433,marsh
53,1,stocking,1188,growing
89,0,,0,
50,1,regulation,505,mapped
67,1,eradication,690,seined
67,1,habitat,434,small
67,1,regulation,506,at
57,1,stocking,1189,treated
86,1,stocking,1190,planted
57,1,stocking,1191,trout
80,1,stocking,1192,"planted,"
60,1,stocking,1193,and
80,1,stocking,1194,established
57,1,stocking,1195,"netted,"
57,1,stocking,1196,trout
100,0,,0,
75,1,eradication,691,gill
60,1,regulation,507,bass
50,1,regulation,508,Mapped
50,1,stocking,1198,taken
88,1,stocking,1199,planting
67,1,eradication,692,none
67,0,,0,
80,1,stocking,1200,planted.
50,1,regulation,509,Completed.
86,1,stocking,1201,planted
46,0,,0,
0,0,,0,
67,1,eradication,694,in
50,1,regulation,510,mapped
92,0,,0,
94,0,,0,
94,0,,0,
86,1,stocking,1203,planted
67,1,regulation,512,at
0,0,,0,
67,1,eradication,696,in
50,1,regulation,513,mapped
57,1,habitat,435,fishery
62,1,eradication,697,Chem.
100,0,,0,
60,1,stocking,1205,and
0,0,,0,
100,0,,0,
93,0,,0,
100,0,,0,
67,1,stocking,1207,Deleted
62,1,stocking,1208,"Deleted,"
67,1,stocking,1209,Deleted
71,1,stocking,1210,lation
57,1,stocking,1211,suckers
57,1,stocking,1212,to
57,1,stocking,1213,suckers
94,0,,0,
50,1,regulation,515,mapped
69,1,regulation,516,Electrofishing
57,1,habitat,437,fishery
53,1,regulation,517,Completed
57,1,stocking,1215,stunted
89,0,,0,
100,0,,0,
70,1,regulation,518,reproduction
46,0,,0,
0,0,,0,
62,1,stocking,1217,lacking;
0,0,,0,
80,0,,0,
62,1,regulation,519,spring
60,1,stocking,1218,and
94,0,,0,
100,0,,0,
100,0,,0,
50,1,regulation,521,mapped
60,1,habitat,438,have
67,1,habitat,439,as
86,1,stocking,1221,planted
86,1,stocking,1222,planted
67,1,stocking,1223,netting
60,1,habitat,440,see
50,1,regulation,522,mapped
60,1,habitat,441,see
62,1,eradication,700,obtained
100,0,,0,
67,1,habitat,442,Designation
100,0,,0,
80,1,stocking,1224,planted.
86,1,stocking,1225,planted
71,1,habitat,443,Fishing
67,1,eradication,701,Fish
100,0,,0,
0,0,,0,
100,0,,0,
86,1,stocking,1227,planted
60,1,stocking,1228,and
94,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
86,0,,0,
50,1,regulation,525,mapped
46,0,,0,
63,1,eradication,705,indicated.
80,1,stocking,1231,plant
86,1,stocking,1232,planted
86,1,stocking,1233,planted
86,1,stocking,1234,planted
100,0,,0,
86,1,stocking,1236,planted
86,0,,0,
67,1,eradication,707,in
73,1,stocking,1237,plants
100,0,,0,
86,0,,0,
62,1,eradication,710,population
86,1,stocking,1238,planted
100,0,,0,
100,0,,0,
100,0,,0,
50,1,regulation,528,Addition:
67,1,eradication,711,indicates
0,0,,0,
0,0,,0,
46,0,,0,
67,1,eradication,712,in
100,0,,0,
73,1,habitat,445,creel
84,1,stocking,1240,introduced
59,1,habitat,446,Netting
53,1,regulation,529,Completed
100,0,,0,
100,0,,0,
67,1,habitat,447,See
46,0,,0,
100,0,,0,
80,1,stocking,1242,plant
71,1,eradication,714,indicate
0,0,,0,
100,0,,0,
53,1,habitat,448,present--
46,0,,0,
100,0,,0,
77,1,regulation,531,success
86,0,,0,
71,1,stocking,1245,produced
67,1,eradication,716,in
100,0,,0,
67,1,eradication,717,in
93,0,,0,
100,0,,0,
57,1,stocking,1249,trout
59,1,eradication,719,population.
57,1,stocking,1250,to
100,0,,0,
86,1,stocking,1252,planted
100,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,1255,planted
100,0,,0,
59,1,stocking,1257,suitable
100,0,,0,
100,0,,0,
67,1,stocking,1259,shocker.
75,1,habitat,450,rock
60,1,stocking,1260,and
100,0,,0,
100,0,,0,
46,0,,0,
50,1,habitat,451,rainbows
100,0,,0,
40,0,,0,
75,1,eradication,722,gill
77,1,regulation,533,success
77,0,,0,
67,1,eradication,724,Fish
0,0,,0,
100,0,,0,
62,1,stocking,1263,doing
46,0,,0,
75,1,habitat,452,rock
67,1,eradication,726,Revised.
64,1,regulation,534,fishing
0,0,,0,
100,0,,0,
100,0,,0,
46,0,,0,
43,0,,0,
86,1,stocking,1266,planted
86,1,stocking,1267,planted
67,1,eradication,727,in
50,1,regulation,535,Mapped
50,1,regulation,536,mapped
67,1,regulation,537,census
67,1,regulation,538,census
67,1,regulation,539,census
67,1,eradication,728,in
67,1,regulation,540,at
67,1,regulation,541,census
60,1,regulation,542,winter
0,0,,0,
93,0,,0,
60,1,stocking,1268,and
0,0,,0,
67,1,habitat,454,small
89,0,,0,
63,1,stocking,1269,re-establi
86,1,stocking,1270,planted
0,0,,0,
100,0,,0,
94,0,,0,
57,1,stocking,1273,Results
100,0,,0,
59,1,stocking,1275,reclaimed
100,0,,0,
0,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
86,1,stocking,1278,planted
86,1,stocking,1279,planted
86,0,,0,
67,1,habitat,455,small
33,0,,0,
33,0,,0,
75,1,eradication,731,will
100,0,,0,
100,0,,0,
100,0,,0,
75,1,eradication,733,Gill
67,1,eradication,734,in
86,1,stocking,1281,planted
100,0,,0,
67,1,eradication,735,seined
62,1,eradication,736,population
83,0,,0,
57,1,eradication,737,closed
86,1,stocking,1283,planted
88,1,stocking,1284,planting
78,1,eradication,738,postponed
88,1,stocking,1285,shocking
100,0,,0,
88,1,stocking,1286,planting
100,0,,0,
67,1,habitat,456,See
80,1,stocking,1287,planted.
86,1,stocking,1288,planted
89,0,,0,
67,1,habitat,457,as
75,0,,0,
86,1,stocking,1289,planted
73,1,stocking,1290,plants
100,0,,0,
60,1,eradication,741,discontinued
100,0,,0,
93,0,,0,
69,1,regulation,548,Electrofishing
100,0,,0,
100,0,,0,
56,1,stocking,1295,conducted
0,0,,0,
62,1,stocking,1296,netted
59,1,stocking,1297,suitable
67,1,stocking,1298,balanced
0,0,,0,
60,1,stocking,1299,and
67,1,habitat,459,regulations
55,1,regulation,549,"winter,"
60,1,stocking,1300,and
67,1,eradication,742,in
67,1,habitat,460,See
80,1,stocking,1301,planted:
71,1,regulation,550,success-
60,1,regulation,551,bass
67,1,eradication,743,seined
67,1,regulation,552,stunting
50,1,regulation,553,Netted
67,1,eradication,744,in
86,1,stocking,1302,planted
57,1,stocking,1303,trout
60,1,eradication,745,Poor
100,0,,0,
67,1,habitat,461,Bass
56,1,habitat,462,fingerlings
82,1,stocking,1305,plantings
67,1,regulation,554,at
50,1,habitat,463,species.
100,0,,0,
71,1,habitat,464,Fingerling
86,1,stocking,1307,planted
64,1,regulation,555,fishing
86,0,,0,
86,0,,0,
50,1,eradication,749,January
100,0,,0,
86,1,stocking,1309,planted
71,1,eradication,750,indicate
71,1,eradication,751,Revised
0,0,,0,
100,0,,0,
80,1,stocking,1311,plant
73,1,stocking,1312,plants
88,1,stocking,1313,planting
73,1,stocking,1314,plants
86,1,stocking,1315,planted
100,0,,0,
67,1,habitat,466,gillnetting
55,1,regulation,556,dense
60,1,habitat,467,have
67,1,eradication,752,still
57,1,eradication,753,analysis
60,1,stocking,1316,and
50,1,habitat,468,rainbow.
67,1,eradication,754,in
0,0,,0,
0,0,,0,
67,1,regulation,557,Seined
100,0,,0,
100,0,,0,
60,1,regulation,560,bass
100,0,,0,
88,0,,0,
73,1,stocking,1318,plants
100,0,,0,
88,0,,0,
50,1,habitat,469,rainbows
100,0,,0,
80,1,regulation,561,Open
100,0,,0,
100,0,,0,
75,1,eradication,757,Gill
86,1,stocking,1322,planted
93,0,,0,
75,1,regulation,563,beginning
71,1,eradication,758,indicate
67,1,habitat,471,as
67,1,eradication,759,seined
71,1,regulation,564,pending
53,1,regulation,565,Dependent
53,1,regulation,566,Dependent
67,1,eradication,760,seined
57,1,stocking,1323,to
67,1,habitat,472,as
67,1,regulation,567,at
100,0,,0,
67,1,eradication,762,Fish
94,0,,0,
86,1,stocking,1325,planted
75,1,habitat,473,rock
100,0,,0,
75,1,eradication,763,Gill
67,1,habitat,474,See
60,1,habitat,475,all
57,1,stocking,1327,trout
53,1,habitat,476,longer
50,1,regulation,568,mapped
67,1,habitat,477,shiners
86,1,stocking,1328,planted
76,1,stocking,1329,established.
86,1,stocking,1330,planted
80,1,stocking,1331,plant
67,1,regulation,569,at
67,1,eradication,764,in
57,1,habitat,478,Surveyed
73,1,stocking,1332,plants
55,1,eradication,765,level
100,0,,0,
67,1,regulation,571,at
53,1,stocking,1333,Panfish
100,0,,0,
100,0,,0,
74,1,stocking,1335,transferred
100,0,,0,
86,1,stocking,1337,planted
40,0,,0,
62,1,eradication,768,population
100,0,,0,
50,1,eradication,769,applicable.
80,1,stocking,1339,plant
0,0,,0,
67,1,eradication,770,in
46,0,,0,
100,0,,0,
86,1,stocking,1341,planted
86,1,stocking,1342,planted
71,1,stocking,1343,produced
77,1,regulation,572,success
71,1,stocking,1344,produced
100,0,,0,
94,0,,0,
67,1,eradication,771,in
100,0,,0,
100,0,,0,
83,0,,0,
100,0,,0,
67,1,habitat,479,Fingerlings
100,0,,0,
67,1,eradication,772,in
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
62,1,eradication,773,population
100,0,,0,
100,0,,0,
57,1,regulation,574,nearing
88,0,,0,
67,1,eradication,776,il
100,0,,0,
76,1,stocking,1353,"established,"
100,0,,0,
55,1,habitat,480,rainbow
57,1,stocking,1354,Treated
100,0,,0,
100,0,,0,
62,1,eradication,778,renovated
100,0,,0,
62,0,,0,
67,1,eradication,780,in
46,0,,0,
75,1,habitat,481,installed
67,1,eradication,781,indicates
100,0,,0,
67,1,eradication,783,in
80,0,,0,
57,1,stocking,1359,treated
75,1,habitat,482,installed
86,1,stocking,1360,planted
75,1,eradication,785,gill
62,1,habitat,483,scheduled
86,1,stocking,1361,planted
62,1,stocking,1362,sucker
0,0,,0,
76,1,stocking,1363,established;
86,1,stocking,1364,planted
0,0,,0,
88,1,stocking,1365,released
67,1,eradication,786,indicates
100,0,,0,
67,1,stocking,1366,netting
70,1,regulation,576,reduction
56,1,stocking,1367,eliminated.
57,1,stocking,1368,treated
86,1,stocking,1369,planted
