'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
60,1,habitat,358,see
86,1,stocking,902,planted
100,0,,0,
50,1,regulation,405,mapped
53,1,stocking,903,Partial
71,1,stocking,904,lation
50,1,regulation,406,Mapped
59,1,eradication,577,dominate
75,0,,0,
62,1,stocking,905,Deleted.
53,1,stocking,906,Partial
100,0,,0,
75,1,eradication,579,Gill
86,1,stocking,908,planted
67,1,stocking,909,pant
50,1,regulation,407,mapped
0,0,,0,
57,1,habitat,359,was
60,1,stocking,910,and
67,1,stocking,911,last
60,0,,0,
60,1,eradication,581,poor
59,1,regulation,408,Continuing
100,0,,0,
59,1,habitat,360,fingerling
73,1,habitat,361,ling
50,1,regulation,409,mapped
100,0,,0,
88,1,stocking,914,planting
67,1,eradication,582,in
0,0,,0,
86,1,stocking,915,planted
50,1,regulation,410,mapped
100,0,,0,
64,1,regulation,411,fishing
73,1,habitat,362,creel
67,1,habitat,363,See
73,1,stocking,917,plant.
90,1,habitat,364,vegetation
53,1,eradication,584,remapped
53,1,regulation,412,completed
0,0,,0,
80,0,,0,
80,1,stocking,918,Plans
46,1,eradication,586,Done.
100,0,,0,
67,1,eradication,587,indicates
47,1,habitat,365,(Galbraith
100,0,,0,
100,0,,0,
50,1,regulation,413,Mapped
88,1,stocking,921,released
93,0,,0,
80,1,stocking,923,"planted,"
93,0,,0,
62,1,stocking,924,Deleted.
62,1,stocking,925,Deleted.
67,1,stocking,926,Deleted
67,1,stocking,927,Deleted
80,1,stocking,928,planted.
46,1,regulation,414,mapped.
67,1,regulation,415,Size:
44,1,eradication,588,Biological
62,1,regulation,416,spring
100,0,,0,
93,0,,0,
100,0,,0,
0,0,,0,
58,1,habitat,368,recommendation
67,1,stocking,932,dated
100,0,,0,
62,1,eradication,589,obtained
100,0,,0,
67,1,eradication,591,indicates
100,0,,0,
0,0,,0,
60,1,habitat,369,have
89,0,,0,
0,0,,0,
0,0,,0,
71,1,habitat,370,Fishing
86,1,stocking,935,planted
60,1,regulation,417,Winter
86,1,stocking,936,planted
75,1,eradication,593,Gill
60,1,eradication,594,tion
100,0,,0,
46,1,eradication,595,Done.
100,0,,0,
100,0,,0,
56,1,eradication,596,Continued.
67,1,stocking,940,delayed
100,0,,0,
67,1,eradication,597,in
100,0,,0,
53,1,regulation,418,Completed
67,1,stocking,942,netting
100,0,,0,
67,1,stocking,944,showing
60,1,eradication,598,Discontinued
100,0,,0,
60,1,eradication,599,w/gill
50,1,regulation,419,mapped
47,1,regulation,420,inventoried
100,0,,0,
53,1,stocking,946,stunted.
55,0,,0,
93,0,,0,
53,1,stocking,948,Partial
62,1,stocking,949,doing
59,1,eradication,601,population.
100,0,,0,
100,0,,0,
57,1,habitat,373,Surveyed
73,1,stocking,951,plants
73,1,eradication,602,Legal
50,1,regulation,422,Mapped
100,0,,0,
100,0,,0,
75,1,eradication,604,Gill
57,1,habitat,374,Delete.
100,0,,0,
57,1,habitat,375,Delete.
57,1,habitat,376,Delete.
57,1,habitat,377,logging
60,1,stocking,954,and
77,1,habitat,378,piling
100,0,,0,
62,1,stocking,955,Tested
93,0,,0,
67,1,habitat,379,See
75,1,eradication,606,Gill
75,1,eradication,607,Gill
100,0,,0,
80,1,stocking,958,plant
100,0,,0,
100,0,,0,
60,1,stocking,961,and
100,0,,0,
63,1,regulation,423,starting
100,0,,0,
0,0,,0,
57,1,stocking,964,trout
100,0,,0,
0,0,,0,
100,0,,0,
43,1,eradication,608,Con't.
94,0,,0,
93,0,,0,
67,1,regulation,424,census
46,1,eradication,610,Done.
88,1,stocking,967,planting
62,1,eradication,611,check
100,0,,0,
57,1,habitat,381,Warm
100,0,,0,
100,0,,0,
50,1,eradication,613,fish
46,1,eradication,614,Done.
53,1,habitat,382,longer
62,1,eradication,615,population
50,1,regulation,426,mapped
55,1,regulation,427,collection.
0,0,,0,
57,1,habitat,383,Delete.
46,1,eradication,616,Done.
46,1,regulation,428,mapped.
60,1,stocking,969,and
62,1,habitat,384,small.
75,1,regulation,429,declining
86,1,stocking,970,planted
50,1,regulation,430,Completed.
60,1,stocking,971,and
60,1,stocking,972,constructed
100,0,,0,
86,1,stocking,973,planted
88,1,stocking,974,released
0,0,,0,
70,1,stocking,975,reestablished.
100,0,,0,
57,1,stocking,977,suckers
100,0,,0,
60,1,stocking,979,constructed
89,0,,0,
88,1,stocking,980,released
75,1,eradication,619,Gill
62,1,habitat,385,present
67,1,eradication,620,gill.
67,1,eradication,621,in
100,0,,0,
73,1,habitat,386,creek
93,0,,0,
86,0,,0,
60,1,regulation,431,Winter
86,1,stocking,983,planted
55,1,habitat,387,-see
67,1,eradication,623,in
60,1,eradication,624,Poor
100,0,,0,
100,0,,0,
56,1,regulation,432,returns
86,1,stocking,986,planted
73,1,stocking,987,plants
53,1,habitat,388,fingerlings.
62,1,eradication,625,check
46,1,eradication,626,Done.
100,0,,0,
89,0,,0,
67,1,habitat,390,See
53,1,habitat,391,Excellent
62,1,stocking,989,showed
60,1,stocking,990,and
86,1,stocking,991,planted
91,0,,0,
67,1,habitat,393,shiners
93,0,,0,
75,1,habitat,394,installed
46,1,regulation,433,Mapped.
67,1,regulation,434,being
53,1,eradication,628,Approved
62,1,habitat,395,either
67,1,eradication,629,gills
64,1,stocking,993,fry_plantings.
86,1,stocking,994,planted
75,1,eradication,630,gill
60,1,habitat,396,all
47,1,regulation,435,inventoried
60,1,habitat,397,Begin
50,1,regulation,436,Mapped
40,1,regulation,437,t
60,1,stocking,995,and
67,1,eradication,631,annually
82,1,stocking,996,plantings
86,1,stocking,997,planted
46,1,eradication,632,Done.
88,1,stocking,998,released
88,1,stocking,999,released
86,1,stocking,1000,shocked
67,1,habitat,398,small
60,1,regulation,438,bass
50,1,regulation,439,mapped
89,0,,0,
86,1,stocking,1001,planted
83,0,,0,
86,1,stocking,1002,planted
75,1,eradication,634,Gill
100,0,,0,
46,1,eradication,635,Done.
67,1,regulation,441,at
86,1,stocking,1004,planted
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
71,1,eradication,637,indicate
50,1,regulation,443,Mapped
50,1,stocking,1007,Inventoried
100,0,,0,
71,1,eradication,638,Posted
61,1,regulation,444,fishing.
100,0,,0,
82,1,stocking,1010,plantings
86,1,stocking,1011,planted
93,0,,0,
100,0,,0,
88,0,,0,
63,1,eradication,640,Chemistry
92,0,,0,
77,1,stocking,1014,lease
57,1,habitat,399,Delete.
57,1,habitat,400,Delete.
67,1,habitat,401,as
80,1,habitat,402,marsh
60,1,stocking,1015,and
47,1,habitat,403,initiated.
93,0,,0,
64,1,eradication,641,responding
57,1,stocking,1017,stunted
80,0,,0,
62,1,habitat,404,following
94,0,,0,
62,1,stocking,1019,Resort
67,1,eradication,643,Revised.
75,1,habitat,405,rock
86,1,stocking,1020,planted
75,1,habitat,406,rock
100,0,,0,
60,1,stocking,1022,and
100,0,,0,
62,1,eradication,644,chem.
100,0,,0,
62,1,eradication,645,Permission
75,1,eradication,646,gill
75,1,eradication,647,Gill
90,0,,0,
88,0,,0,
62,1,regulation,446,pseeds.
67,1,habitat,407,See
67,1,habitat,408,See
73,1,stocking,1026,plants
67,1,eradication,649,in
88,1,stocking,1027,released
0,0,,0,
100,0,,0,
86,1,stocking,1029,planted
100,0,,0,
88,1,stocking,1031,released
88,1,stocking,1032,released
46,1,eradication,650,brown
80,1,stocking,1033,planted.
88,1,stocking,1034,released
88,1,stocking,1035,released
44,1,habitat,409,brn
67,1,habitat,410,rel
0,0,,0,
86,1,stocking,1036,planted
94,0,,0,
60,1,regulation,447,bass
93,0,,0,
100,0,,0,
0,0,,0,
57,1,stocking,1039,suckers
67,1,habitat,412,regulations
67,1,regulation,448,at
94,0,,0,
47,1,eradication,651,complete
67,1,regulation,449,seine
100,0,,0,
60,1,stocking,1041,and
62,1,eradication,652,population
100,0,,0,
80,1,habitat,413,March
69,1,regulation,452,Electrofishing
60,1,regulation,453,bass
100,0,,0,
100,0,,0,
100,0,,0,
50,1,regulation,456,mapped
86,1,stocking,1043,planted
0,0,,0,
86,1,stocking,1044,planted
57,1,stocking,1045,netted.
0,0,,0,
67,1,stocking,1046,netting
0,0,,0,
86,1,stocking,1047,planted
86,1,stocking,1048,planted
100,0,,0,
86,1,stocking,1049,planted
82,1,stocking,1050,plantings
60,1,stocking,1051,and
59,1,habitat,414,fingerling
80,1,stocking,1052,plant
46,1,habitat,415,during
93,0,,0,
59,1,habitat,417,Netting
57,1,eradication,654,analysis
67,1,eradication,655,in
0,0,,0,
50,1,regulation,458,Mapped
62,1,habitat,418,Long
100,0,,0,
67,1,eradication,656,seined
50,1,regulation,459,mapped
94,0,,0,
67,1,habitat,419,Bass
100,0,,0,
75,0,,0,
62,1,habitat,420,small.
57,1,eradication,657,analysis
57,1,habitat,421,Delete.
57,1,habitat,422,Delete.
59,1,eradication,658,populations
100,0,,0,
80,1,regulation,462,Open
60,1,stocking,1056,and
50,1,regulation,463,mapped
67,1,eradication,659,in
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
50,1,eradication,660,good
0,0,,0,
62,1,eradication,661,population
73,1,stocking,1058,land
0,0,,0,
0,0,,0,
94,0,,0,
86,1,stocking,1060,planted
93,0,,0,
100,0,,0,
67,1,eradication,662,seined
67,1,regulation,465,One
100,0,,0,
57,1,habitat,425,fishery
67,1,eradication,663,Remapped
71,1,stocking,1062,lation
67,1,eradication,664,in
62,1,stocking,1063,netted
50,1,regulation,466,mapped
53,1,stocking,1064,Partial
67,0,,0,
67,0,,0,
67,1,stocking,1065,Population
100,0,,0,
100,0,,0,
67,1,eradication,667,in
36,1,eradication,668,Emmet
75,0,,0,
60,1,regulation,469,winter
75,0,,0,
50,1,regulation,471,completed.
0,0,,0,
100,0,,0,
100,0,,0,
57,1,stocking,1068,trout
100,0,,0,
86,1,stocking,1069,planted
55,1,habitat,426,(Mason
92,0,,0,
50,1,regulation,475,Mapped
86,0,,0,
100,0,,0,
88,0,,0,
53,1,stocking,1071,Partial
100,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
67,1,stocking,1073,netting
71,1,habitat,428,Fishing
75,1,eradication,672,Gill
100,0,,0,
100,0,,0,
60,1,stocking,1076,and
94,0,,0,
67,1,stocking,1078,Population
50,1,regulation,478,mapped
67,1,habitat,429,as
100,0,,0,
55,1,habitat,430,(see
55,1,habitat,431,(see
57,1,eradication,673,discontinued.
40,1,eradication,674,Lake
62,1,habitat,432,Delete
60,1,stocking,1079,and
59,1,habitat,433,Selective
62,1,stocking,1080,doing
62,1,habitat,434,small.
89,1,stocking,1081,Stoc
67,1,eradication,675,in
50,1,regulation,480,mapped
100,0,,0,
67,1,habitat,435,Bass
64,1,habitat,436,management
100,0,,0,
75,1,stocking,1083,Pat
76,1,stocking,1084,"established,"
77,1,regulation,482,success
77,1,regulation,483,success
64,1,regulation,484,fishing
67,1,regulation,485,at
53,1,habitat,437,Excellent
0,0,,0,
67,1,habitat,438,small
0,0,,0,
62,1,habitat,439,present
89,0,,0,
88,1,stocking,1085,released
75,1,eradication,677,gill
60,1,stocking,1086,and
60,1,habitat,440,rel.
80,0,,0,
86,1,stocking,1087,planted
100,0,,0,
76,1,stocking,1088,establishing
67,1,eradication,679,in
67,1,eradication,680,in
100,0,,0,
80,1,habitat,442,marsh
88,1,stocking,1090,released
50,1,regulation,486,Netted
62,1,habitat,443,small.
88,1,stocking,1091,released
88,1,stocking,1092,released
88,1,stocking,1093,released
88,1,stocking,1094,released
25,1,habitat,444,RBWS
88,1,stocking,1095,released
75,1,eradication,681,Gill
88,1,stocking,1096,released
50,1,regulation,487,completed.
71,1,habitat,445,Fishing
62,1,eradication,682,population
86,1,stocking,1097,planted
71,1,eradication,683,indicate
62,1,habitat,446,small.
67,1,habitat,447,See
0,0,,0,
0,0,,0,
59,0,,0,
86,1,stocking,1098,planted
55,1,habitat,448,Conservation
62,1,habitat,449,General
100,0,,0,
100,0,,0,
86,1,stocking,1100,planted
93,0,,0,
62,1,eradication,685,private
73,1,habitat,452,"March,"
57,1,eradication,686,analysis
86,1,stocking,1101,planted
86,1,stocking,1102,planted
50,1,regulation,488,mapped
100,0,,0,
100,0,,0,
67,1,habitat,453,See
67,1,habitat,454,See
62,1,eradication,688,chem.
100,0,,0,
100,0,,0,
67,1,eradication,689,indicates
100,0,,0,
88,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,1,eradication,691,Revised
71,1,eradication,692,Revised
77,1,eradication,693,portion
84,1,stocking,1109,introduced
0,0,,0,
100,0,,0,
100,0,,0,
53,1,regulation,490,ventoried
100,0,,0,
73,1,habitat,455,creel
100,0,,0,
71,1,eradication,695,indicate
73,1,stocking,1114,plants
86,1,stocking,1115,planted
56,1,stocking,1116,conducted
60,1,stocking,1117,constructed
67,1,eradication,696,in
86,0,,0,
57,1,habitat,457,Surveyed
50,1,regulation,491,mapped
86,1,stocking,1118,planted
86,1,stocking,1119,planted
86,1,stocking,1120,planted
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
55,1,regulation,492,plete
53,1,eradication,698,remapped
93,0,,0,
100,0,,0,
57,1,habitat,458,state
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
67,1,habitat,459,gillnetting
67,1,eradication,702,in
86,1,stocking,1126,planted
53,1,regulation,494,completed
100,0,,0,
80,1,stocking,1127,planted:
62,1,regulation,495,"across,"
67,1,eradication,704,in
86,1,stocking,1128,planted
50,1,regulation,496,mapped
59,1,eradication,705,population.
0,0,,0,
94,0,,0,
60,1,regulation,497,bass
67,1,eradication,706,seined
73,1,regulation,498,pseed
67,1,eradication,707,improved
67,1,eradication,708,in
57,1,habitat,460,Fishery
100,0,,0,
84,1,stocking,1130,introduced
76,1,stocking,1131,established.
86,1,stocking,1132,planted
86,1,stocking,1133,planted
86,1,stocking,1134,planted
53,1,habitat,461,abundant
46,1,regulation,500,mapped.
64,1,habitat,462,management
67,1,habitat,463,designation
86,1,stocking,1135,planted
86,0,,0,
86,1,stocking,1136,planted
70,1,regulation,501,reproduction
86,1,stocking,1137,planted
47,1,eradication,709,Disregard
0,0,,0,
100,0,,0,
67,1,eradication,710,seined
75,1,eradication,711,Gill
67,1,eradication,712,indicates
60,1,stocking,1139,and
86,1,stocking,1140,planted
50,1,regulation,502,mapped
60,1,habitat,465,ave.
60,1,stocking,1141,and
57,1,stocking,1142,Treated
88,1,stocking,1143,released
62,1,habitat,466,seeds
57,1,stocking,1144,trout
100,0,,0,
67,1,habitat,467,rel
67,1,habitat,468,See
67,1,regulation,503,Seined
50,1,regulation,504,mapped
100,0,,0,
50,1,regulation,505,Netted
0,0,,0,
0,0,,0,
60,1,stocking,1146,and
67,1,eradication,714,in
73,1,stocking,1147,land
93,0,,0,
86,1,stocking,1148,planted
77,1,habitat,470,gravels
67,0,,0,
100,0,,0,
46,1,eradication,717,cont.
67,1,eradication,718,seined
67,1,eradication,719,seined
67,1,eradication,720,seined
84,0,,0,
59,1,habitat,471,eventually
94,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
63,1,eradication,722,Chemistry
71,1,eradication,723,indicate
90,0,,0,
88,0,,0,
92,0,,0,
50,1,eradication,725,inv.
100,0,,0,
62,1,eradication,726,population
100,0,,0,
100,0,,0,
86,1,stocking,1158,planted
46,1,eradication,727,"Done,"
75,1,regulation,507,Size
67,1,eradication,728,seined
86,1,stocking,1159,planted
80,1,stocking,1160,"planted,"
100,0,,0,
67,1,stocking,1161,netting
59,1,habitat,472,September
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
62,1,stocking,1165,"Deleted,"
50,1,eradication,729,done
100,0,,0,
62,1,eradication,730,pond
50,1,regulation,509,Mapped
100,0,,0,
64,1,regulation,510,fishing
75,1,eradication,731,gill
67,1,eradication,732,in
67,1,regulation,511,Seine
67,1,stocking,1168,netting
75,0,,0,
86,1,stocking,1169,planted
86,1,stocking,1170,planted
94,0,,0,
67,1,stocking,1172,Population
86,1,stocking,1173,planted
46,1,regulation,513,mapped.
53,1,regulation,514,completed
100,0,,0,
0,0,,0,
100,0,,0,
80,1,stocking,1174,plant
60,1,eradication,735,prohibited.
100,0,,0,
100,0,,0,
86,1,stocking,1177,planted
67,1,habitat,473,See
93,0,,0,
80,0,,0,
46,1,eradication,737,Done.
0,0,,0,
67,1,habitat,474,artificial
86,1,habitat,475,filling
60,1,stocking,1179,and
55,1,stocking,1180,Rec.
67,1,regulation,515,census
59,1,eradication,738,estimate
56,1,stocking,1181,Trap-netted
56,1,stocking,1182,Trap-netted
67,1,eradication,739,in
67,1,eradication,740,in
60,1,stocking,1183,and
80,0,,0,
100,0,,0,
86,1,stocking,1185,planted
80,1,stocking,1186,planted:
62,1,stocking,1187,stomachs
47,1,eradication,741,Intensive
59,1,habitat,476,Further
67,1,eradication,742,in
80,0,,0,
67,1,stocking,1188,netting
80,0,,0,
67,1,habitat,478,as
55,1,habitat,479,fall
67,1,eradication,743,in
93,0,,0,
73,1,habitat,481,creel
75,1,eradication,744,will
57,1,stocking,1189,treated
100,0,,0,
94,0,,0,
100,0,,0,
67,1,eradication,746,in
100,0,,0,
67,1,habitat,484,See
67,1,habitat,485,Artificial
50,1,regulation,518,Mapped
71,1,habitat,486,Management
60,1,habitat,487,all
57,1,stocking,1193,trout
0,0,,0,
53,1,habitat,488,longer
67,1,regulation,519,seine
93,0,,0,
62,1,eradication,747,population
46,1,regulation,520,mapped.
67,1,eradication,748,indicates
86,1,stocking,1194,planted
59,1,habitat,490,Netting
71,1,eradication,749,Revised
0,0,,0,
86,1,stocking,1195,planted
86,1,stocking,1196,planted
80,1,stocking,1197,release
67,1,habitat,491,ave
60,1,habitat,492,rel.
46,1,regulation,521,"mapped,"
62,1,eradication,750,chem.
69,1,regulation,522,Electrofishing
53,1,regulation,523,Completed
50,1,regulation,524,Completed.
88,0,,0,
60,1,stocking,1199,and
50,1,regulation,525,Completed.
60,1,regulation,526,bass
100,0,,0,
95,0,,0,
56,1,stocking,1201,conducted
100,0,,0,
75,1,eradication,752,gill
80,0,,0,
76,1,eradication,754,Erradication
0,0,,0,
44,1,eradication,755,Disregard.
62,1,stocking,1203,lacking.
67,1,regulation,527,sification
67,1,eradication,756,series
73,1,habitat,493,creek
86,1,stocking,1204,planted
100,0,,0,
80,1,stocking,1206,plant
73,1,stocking,1207,plants
57,1,stocking,1208,to
100,0,,0,
67,1,eradication,757,in
94,0,,0,
100,0,,0,
69,1,regulation,529,Electrofishing
100,0,,0,
67,1,habitat,495,See
100,0,,0,
59,1,eradication,758,populations
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,1,habitat,496,rough
57,1,regulation,533,sharing
100,0,,0,
94,0,,0,
67,1,regulation,534,Electro-fishing
53,1,regulation,535,Completed
71,1,stocking,1216,strong
60,1,habitat,497,since
0,0,,0,
88,1,stocking,1217,released
67,1,stocking,1218,balanced
75,1,stocking,1219,produce
93,0,,0,
75,1,habitat,498,rock
67,1,habitat,499,as
67,1,regulation,536,Seined
100,0,,0,
73,1,eradication,759,Legal
67,1,habitat,500,Regulations
73,1,eradication,760,Legal
55,1,habitat,501,crews
67,0,,0,
55,1,stocking,1222,test
100,0,,0,
100,0,,0,
100,0,,0,
60,1,stocking,1225,and
67,1,eradication,762,"gill,"
0,0,,0,
100,0,,0,
46,1,eradication,763,"Done,"
46,1,eradication,764,Done.
100,0,,0,
86,1,stocking,1227,planted
88,1,stocking,1228,released
0,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,1231,planted
88,1,stocking,1232,released
43,1,eradication,766,Con't.
100,0,,0,
100,0,,0,
100,0,,0,
80,1,regulation,538,Open
74,1,stocking,1236,transferred
100,0,,0,
62,1,stocking,1238,"lations,"
0,0,,0,
100,0,,0,
46,1,habitat,502,summer
57,1,habitat,503,Surveyed
86,0,,0,
57,1,stocking,1240,Treated
100,0,,0,
57,1,stocking,1242,"netted,"
67,1,regulation,539,"pseed,"
50,1,regulation,540,mapped
84,1,stocking,1243,introduced
62,1,habitat,504,small.
67,0,,0,
60,0,,0,
80,1,habitat,505,marsh
46,1,eradication,769,Done.
86,1,stocking,1244,planted
75,1,eradication,770,gill
60,1,regulation,542,bass
86,1,stocking,1245,shocked
86,0,,0,
88,1,stocking,1246,released
100,0,,0,
80,1,eradication,772,dicate
67,1,eradication,773,in
60,1,habitat,506,almost
46,1,regulation,544,mapped.
50,1,regulation,545,mapped
67,1,eradication,774,in
80,1,stocking,1247,planted:
67,1,eradication,775,indicates
100,0,,0,
60,1,stocking,1249,and
46,1,eradication,776,Done.
86,1,stocking,1250,planted
86,1,stocking,1251,planted
71,1,stocking,1252,plante.
82,1,stocking,1253,planting.
46,1,eradication,777,"Done,"
82,1,stocking,1254,plantings
60,1,eradication,778,"Commission,"
94,0,,0,
86,1,stocking,1255,planted
0,0,,0,
67,1,eradication,780,in
57,1,stocking,1256,treated
46,1,eradication,781,Done.
0,0,,0,
100,0,,0,
71,1,stocking,1257,Shocker
75,0,,0,
56,1,regulation,547,Engineering
55,1,regulation,548,(Winter
55,0,,0,
0,0,,0,
100,0,,0,
67,1,habitat,507,See
67,1,eradication,784,in
67,1,eradication,785,in
93,0,,0,
50,1,regulation,550,Completed.
47,1,stocking,1259,Assistance
67,1,eradication,786,indicated
62,1,stocking,1260,after
80,0,,0,
57,1,habitat,508,state
80,1,stocking,1261,shocked.
67,1,eradication,787,in
50,1,regulation,552,mapped
43,1,habitat,509,surveyed
100,0,,0,
67,1,regulation,553,te
67,1,eradication,788,in
100,0,,0,
60,1,eradication,789,over
67,1,eradication,790,none
63,1,eradication,791,Chemistry
100,0,,0,
44,1,eradication,792,Effective
82,1,stocking,1264,plantings
100,0,,0,
71,1,eradication,794,Revised
44,1,habitat,512,right
60,1,eradication,795,Poor
50,1,regulation,554,mapped
53,1,habitat,513,"Surveyed,"
0,0,,0,
0,0,,0,
86,0,,0,
53,1,eradication,797,oxygen
73,1,habitat,514,creek
0,0,,0,
60,1,eradication,798,poor
67,1,eradication,799,Fish
50,1,eradication,800,fish
53,1,regulation,555,completed
57,1,eradication,801,Discontinued.
59,1,eradication,802,recovered.
60,1,regulation,556,winter
57,1,eradication,803,All
100,0,,0,
100,0,,0,
62,1,stocking,1265,showed
93,0,,0,
100,0,,0,
80,1,stocking,1267,established
80,1,habitat,515,marsh
0,0,,0,
100,0,,0,
67,1,eradication,805,in
67,1,eradication,806,indicates
59,1,habitat,516,fingerling
0,0,,0,
60,1,habitat,517,"Bass,"
100,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,1,stocking,1273,produced
71,1,stocking,1274,produced
100,0,,0,
75,1,eradication,810,gill
59,1,regulation,560,successful.
53,1,habitat,518,longer
50,1,eradication,811,Good
67,1,eradication,812,in
80,1,stocking,1276,"planted,"
67,1,habitat,519,small
75,1,eradication,813,Gill
67,1,eradication,814,in
67,1,stocking,1277,balanced
80,0,,0,
80,0,,0,
67,1,eradication,817,in
67,1,eradication,818,in
77,1,regulation,561,success
86,1,stocking,1278,planted
0,0,,0,
67,1,stocking,1279,netting
100,0,,0,
100,0,,0,
63,1,stocking,1281,"fishplanted,"
80,1,stocking,1282,planted:
67,1,regulation,563,Quite
53,1,stocking,1283,"trout,"
67,1,eradication,819,in
93,0,,0,
89,0,,0,
80,1,stocking,1284,plant
100,0,,0,
88,1,stocking,1286,planting
82,1,stocking,1287,plantings
67,1,eradication,821,in
100,0,,0,
100,0,,0,
67,1,eradication,822,Revised.
46,1,eradication,823,Done.
76,1,stocking,1288,established.
89,0,,0,
100,0,,0,
88,1,stocking,1290,released
88,1,stocking,1291,released
57,1,stocking,1292,suckers
88,1,stocking,1293,released
100,0,,0,
88,1,stocking,1294,released
88,1,stocking,1295,released
88,1,stocking,1296,released
0,0,,0,
0,0,,0,
94,0,,0,
60,1,regulation,565,bass
100,0,,0,
77,0,,0,
0,0,,0,
57,1,stocking,1299,Started
46,1,eradication,826,"Done,"
60,1,habitat,522,Began
50,1,regulation,567,Mapped
67,1,eradication,827,Derwin
100,0,,0,
75,1,eradication,828,gill
100,0,,0,
100,0,,0,
67,1,eradication,829,in
46,1,eradication,830,"Done,"
86,1,stocking,1301,planted
71,1,habitat,523,Fishing
86,1,stocking,1302,planted
86,1,stocking,1303,planted
67,1,eradication,831,in
67,1,regulation,570,One
86,1,stocking,1304,planted
57,1,habitat,524,Surveyed
94,0,,0,
100,0,,0,
60,1,stocking,1307,and
100,0,,0,
100,0,,0,
67,1,eradication,832,in
100,0,,0,
50,1,regulation,571,Mapped
