LAKE NAME,CONTENTS,DATE,FUZZY MATCH,Rotenone,Kill,Chemical Renovation,Poisoned,Toxaphene,Repoisioning,Fish-Tox,Lethal,Manually remove,Removed,Antimycin,Chemical reclamation,Eradicate,Manually thin,Toxicant,Remove,Derris,Manual removal,Poison,Chemical,Chemically reclaim,Thin
DELTA_BANANA_MNGM_0003_2.csv,9. Poisoned 7/19/66 (LSI-Mgt),1966.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,3. Reclaimed lake with rotenone  9/26/62 (LSI),1962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGEMAW_NERO_MNGM_0003_1.csv,"1. Poisoned, August, 1946.",7/1955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OGEMAW_NERO_MNGM_0003_1.csv,"42. Removed from trout lake classi-  fication, 1953, warm water fish taken",1961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BARAGA_ROLLAND_MNGM_0003_2.csv,18. Lake treated with 0. 5+ ppm  rotenone 9/1/66.,1966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_ROLLAND_MNGM_0003_2.csv,25. Done; treated w/rotenone 10/75.,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_KNIGHT_MNGM_0001_1.csv,3. Neeting & spot poisoning failed to  bass. A large popul. of minnows,LM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DICKINSON_HARDWOOD_MNGM_0001_1.csv,"2. cont. Significant winterkill of  walleyes observed 2/29/82 at dam and  0 2-24-82, 0.0 ppm 2 at dam.  2 cont. Signif. winterkill evident  spring '82. mostly blk. crappies, small  bullheads & sm. yell.perch.",1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_LAWS_MNGM_0001_1.csv,3. Lake poisoned.,1960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BARAGA_LAWS_MNGM_0001_1.csv,11. Revised.  12 Lake treated with 0. 5+ ppm rotenone OFF,8/23/66;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPEER_YOUNGS_MNGM_0001_1.csv,1. Rotenone applied by airplane.,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTCALM_TOWNLINE_MNGM_0001_2.csv,26. Selective w/antimycin completed.,1978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAGINAW_LINTON_MNGM_0003_1.csv,9. Lake chemically treated.,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAKE_HOWES_MNGM_0003_1.csv,"winterkilled in the past. Some  seining was done during September,  1951.",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARQUETTE_FISH_MNGM_0004_1.csv,"3. Good fishing for crappies, no.  spawn in outlet; trout also present  in outlet. Fish kills in summers of  1949 & 50 affected crappies, perch,  sunfish, bluegills and bass in about  that order.",1950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARQUETTE_FISH_MNGM_0004_1.csv,4. No effect of fish kills on fishing  quality noted to date. Cottage owners  complain of decline in n. pike &  crappie fishery; blame heavy winter  pressure.,-1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCLAIR_BRYCEROAD_MNGM_0002_1.csv, Stocking unsuccessful probably due  to the established population of un-  desirsbl> species of fish.  Fish population poisoned out by use  of emulsifiable rotenone. ,1952,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAPEER_BASSO_MNGM_0001_1.csv,2. Killed out with rotenone,1971,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCE_LOST_MNGM_0003_1.csv,"2. Poisoned August, 1948",194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HOUGHTON_PIKE_MNGM_0001_1.csv,4. Treated w/rotenone 10/77.,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUGHTON_PIKE_MNGM_0001_1.csv,7. Netted 8/82. NOP and WAE well  established. BLG stunting. 300#  BUH removed.,1983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OSCODA_SADDLEBACK_MNGM_0003_1.csv,3. Completed 6/14/78. Winterkill ap-  parently eliminated LMbass &b.gills  from the lake. Perch are recovering,1979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON_MURRAY_MNGM_0002_1.csv,2. Chem. treat with rotenone by LSI,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON_MURRAY_MNGM_0002_1.csv,10. Chemically treated in fall of,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IRON_STANLEY_MNGM_0001_1.csv,"6. Done. 1, 380 kg. of S. perch  removed 5/80; 15,500 fingerling  walleyes were stocked 7/80",1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
KENT_KENTLEAGUE_MNGM_0002_1.csv,5. Chemically reclaimed.,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
JACKSON_CRISPELL_MNGM_0001_1.csv,"4. Fishery survey conducted May 11,  Chemical reclamation not warranted.  Largemouth bass population impressive.",1977,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
JACKSON_CRISPELL_MNGM_0001_1.csv,"5. Proposed antimycin treatment project  accepted by association. Treatment  contingent upon procural of chemical  (Chemical not received by June 1,",1978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
JACKSON_CRISPELL_MNGM_0001_1.csv,"6. Lake treated with 1. 7ppb of antimycin  on 5/22/78. Kill appears adequate,  although more bass were killed than  anticipated.",,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANTRIM_GREEN_MNGM_0001_1.csv,4. Poisoned August 1948. Closed to  use of live minnows.,1951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OAKLAND_CRYSTAL_MNGM_0002_1.csv,"3. Chem. treated, rotenone 9/9/65",1965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUGHTON_RICE_MNGM_0001_2.csv,6. Survey & manual removal 7/79.,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HOUGHTON_RICE_MNGM_0001_2.csv,"Musky survival low, 40# p. seeds  removed, 78.8 # bullheads removed.  Since musky stocking began ave.  lengths of other species have not  changed.  2 con't. 2700 t. musky 14.8 cm  released 7/80",1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BARRY_HEAD_MNGM_0003_1.csv,"4. Treated with toxaphene, Sept. 63",1977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGHAM_REDCEDAR_MNGM_0001_1.csv,3. Lake chemically treated in Sept.,BFV 9770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MARQUETTE_BEDSPRING_MNGM_0003_1.csv,3. Trout plants discontinued as of  1949. Removed from trout list  effective 1951.,1951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MARQUETTE_BEDSPRING_MNGM_0003_1.csv,5. Treated with rotenone (9 gals) at  concentration of . 5ppm by LSI  Test netted by LSI. Complete kills  indicated.  Checked with test fish and found  non-toxic,1963,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLEGAN_SCHMERHORNORADVENT_MNGM_0003_1.csv,3. Classified as winterkill lake. Open  to hook and line fishing at any time,1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLADWIN_HOISTER_MNGM_0006_2.csv,9. Lake poisoned following completion  of dam.,1960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VANBUREN_THREELEGGED_MNGM_0001_1.csv,10. Treated with Fintrol Concentrate  at 1.5 ppb. Removed 90% of the panfish  60% of the bass.,1972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IRON_NORWAY_MNGM_0001_1.csv,"2. Gillnetting July 29-30, 1963 produced  only a few y. perch in poor condition  and 1 p'seed. By D.F.S.  3a. Poisoning of lake deferred  indefinitely because of opposition  from fishermen and U. S. Forest  Serv. Supervisor",1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALGER_MCNEIL_MNGM_0001_1.csv,2. Netting 7/69 indicates only large  and small bullheads present.  Possible winterkill lake.,1969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,3. Main basin treated with rotenone  10/5/66; pond reflooded immediately  following treatment.,1966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESQUE_LOST_MNGM_0001_1.csv,3. Pike size limit removed on entire  Ocqueoc R. watershed 1973.,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GOGEBIC_BANNER_MNGM_0002_1.csv,2. USFS road now within 1/8 mile  of lake.,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GOGEBIC_ORMES_MNGM_0001_2.csv,"11. Perch thinned 6/83, 71.2#  removed with 7.9# bullheads. BLG  present in high nos.",1978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
BARRY_BATES_MNGM_0002_1.csv,"8. Pond drained and treated with  rotenone, October 1962",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSCODA_HUGHES_MNGM_0001_1.csv,"3. Treated with rotenone Aug. 30,  1971. Only black b. heads & sunfish",1979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENT_LABARGE_MNGM_0003_1.csv,1. Done - numerous carp killed;,1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTMORENCY_SUCKER_MNGM_0001_1.csv,"2. Poisoned in August, 1948. (barrier not  dam was built",1949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GOGEBIC_FOXPAW_MNGM_0002_2.csv,15. Stop logs removed 7/3/69.,1969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PRESQUE_SHOEPAC_MNGM_0001_1.csv,"6. Chemically treated, 9/80",1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MACKINAC_STROUBLE_MNGM_0003_1.csv,4. Checked 'winterkill' spring 1956  (severe) see reports,1956.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACKINAC_STROUBLE_MNGM_0003_1.csv,"4. Checked ""winterkill"" spring 1959  (mostly minnows) see report  2a. Stocked 150(A) n. pike spring 1961  (FC)",1959.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON_RUNKLE_MNGM_0001_1.csv,5. Partially treated with rotenone  stocked with tiger muskies in 70.,1972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOGEBIC_CYRUS_MNGM_0001_1.csv,"2. cont'd. netted 8/81. LMB abund.  and small; suckers, p.seeds & perch  overabund. B.Gills fair size; gold  shiners abund. 112# perch removed.",1983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GOGEBIC_CYRUS_MNGM_0001_1.csv,"3. Removal 6/22-24/82; 44 pounds of  CWS, 39 pounds YEP and 24 PSS  removed. Netting terminated due  to low catches.",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GRANDTRAVERSE_CHRISTMASTREE_MNGM_0002_1.csv,1. Treated with toxaphene for a  complete kill August 1959.,1959,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_ALBERTA_MNGM_0002_2.csv,18. Treated with antimycin 10/12/71,1970,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BARAGA_ALBERTA_MNGM_0002_2.csv,21. Done. Treated w/1ppm rotenone  10/75.,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_ROLLAND_MNGM_0003_1.csv,7. Lake poisoned,1953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LUCE_TANK_MNGM_0003_1.csv,3. Poisoned (emul. rotenone) 8/10/50  (LSI) water still toxic.in October  after two tests (LSI),1950.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SCHOOLCRAFT_LARD_MNGM_0003_1.csv,2. Discontinue stocking altogether  a few trout reported caught just  after spring breakup but nothing  doing rest of season.,1961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARQUETTE_SQUAW_MNGM_0002_2.csv,"9. Squaw and Little Squaw Lakes  treated with toxaphene (7PPB) in  April 1958. Test plant of 1,000  brooks and 1,000 rainbows made  in fall of 1958.  (cont'd) Rock barrier built across  Little Squaw outlet by L.&S. I. in  Spring 1958. Twelve groups of  hoad shelters installed 6-3-59.",1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_LAWS_MNGM_0001_2.csv,18. Done; treated w/1 ppm rotenone,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAGA_LAWS_MNGM_0001_2.csv,20. Netted 5/79. 13375 B. gills ave.  127 mm removed; represents 211  kg/ha.,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
BARAGA_LAWS_MNGM_0001_2.csv,21. Netted 5/79. 13480b. gills  weighing 1253 kg removed W.  15 net nights.,1977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LUCE_OTTER_MNGM_0003_1.csv,3. Fish eradicated 8/13/64 (LSI),1964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHARLEVOIX_BARNEYS_MNGM_0001_1.csv,8. Pike size limit removed-1976.,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GRANDTRAVERSE_TWINSOUTH_MNGM_0004_1.csv,2. Kill was complete; only bass and  trout present.,1967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSCODA_BASS_MNGM_0003_1.csv,"5. Survey conducted May 1978. Good LM  bass pop. ogill & p. seed limited to  few large individuals. Perch abundant  mostly small. Growth rates good except  perch & small bass. If a winterkill  occurred, it was modest.",1979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEWAYGO_KIMES_MNGM_0003_1.csv,1. Poisoned Sept. 1941,#784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STJOSEPH_LONG_MNGM_0003_1.csv,"5. Chem. treatment completed 95% kill.  Trout, LM bass, SM bass & bluegills  restocked",1969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STJOSEPH_LONG_MNGM_0003_1.csv,13. Done with fyke nets and shocking  boat. Approx 23 1b/ac of sm. panfish  removed. Not considered adequate,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SCHOOLCRAFT_EAST_MNGM_0001_1.csv,"3. 17.5#/ac. YEP, WHS, BBH & pss  removed w/nets 81 by USFS crews.",1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LAPEER_UNNAMED_MNGM_0001_1.csv,1. Rotenone applied by airplane.,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARQUETTE_WOLF_MNGM_0001_2.csv,7. Treated with 127 gal. rotenone,1963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DICKINSON_KATES_MNGM_0001_1.csv,1. Winterkill lake. Nearly pure yellow,1972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD_HARTWICK_MNGM_0001_1.csv,"2. Done-fall 1968- treated with rotenone  for a complete fish kill., and  in 1969 Redear X Green sunfish  were planted.",1969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTRIM_GREEN_MNGM_0001_2.csv,"11. Lake poisoned on Ocotber 3, 1956",1956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTRIM_GREEN_MNGM_0001_2.csv,"22. Chemically treated for total fish  fall, 1973.",1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTRIM_GREEN_MNGM_0001_2.csv,"24. Chemically treated-10/76,",1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHEBOYGAN_DOG_MNGM_0001_1.csv,3. Survey by electrofishing completed  in 1967. Lake apparently winterkills  each year. Only bullheads and  present.,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKLAND_HART_MNGM_0002_1.csv,"2. Chem. treated, rotenone 9/8/65",1965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGER_BEAVER_MNGM_0002_1.csv,2. Manually removed 22.0# white  suckers and 2.2# brn. bullheads per  acre 6/2-16 and 7/10-17/83,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
BENZIE_LIME_MNGM_0001_1.csv,2. Lake killed out with rotenone  summer 1963,1964,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLADWIN_HOISTER_MNGM_0006_1.csv,1. Poisoned 9-19-40,(continued) ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SCHOOLCRAFT_MINERVA_MNGM_0001_1.csv,7. Manual removal initiated spring 82  with removal of 13.7#/ac YEP (618.4#  in 72 net nights,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IRON_NORWAY_MNGM_0001_2.csv,8. DONE. 38.91bs/ac removed in 5/82;,1983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
KALKASKA_SMITH_MNGM_0005_1.csv,"2. Treated with 30 parts per billion  of toxaphene, Aug. 25, 1959. by  L.S.I.",1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALKASKA_CROY_MNGM_0003_1.csv,1. Poisoned 8/58 with rotenone.,1958,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAGINAW_ZILWAUKEECITY_MNGM_0001_1.csv,1. Pond chemically treated in Sept.,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MARQUETTE_TWIN_MNGM_0001_1.csv,1. Lake poisoned in 1941.,trout. ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARQUETTE_TWIN_MNGM_0001_1.csv,"13. Treated with rotenone (. 075 ppm)  on Sept. 22, 1961",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGER_JOHNSWEST_MNGM_0001_1.csv,"4. Fish eradicated 7/19, 20/67 using  pro-nox fish. Toxicity checks in  Aug. and Sept. 1967 -- still toxic.",1968.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAPEER_LAES_MNGM_0001_1.csv,1. Rotenone applied by airplane.,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOGEBIC_MINK_MNGM_0003_1.csv,"1. Survey 10/78. N. pike present in  fair no' S. Y.perch, crappie, P. seed,  small W.suckers, brown bullhead and  common. Reported periodic winter kill",1978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARQUETTE_HAYWIRE_MNGM_0001_1.csv,"5. Treated with 6. 5 gal. rotenone  (. 6ppm)  Brook trout stocking program  (1,000-S) each fall) resumed  in 1961",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOOLCRAFT_HUTT_MNGM_0002_1.csv,4. Manual removal initiated sp. '82 with removal of 32.9#/ac. YEP (782/9#  total) in 48 net nights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAPEER_MINEWANNA_MNGM_0003_1.csv,"2. Sodium arsenite application: a. June  1955 - good kill. b. June 13, 1956  ineffective results. C. Re-treated  Aug. 30, 1956 - good kill.",1960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPEER_MINEWANNA_MNGM_0003_1.csv,4. Control project carried out using  pro-noxfish for toxicant.,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LAPEER_MINEWANNA_MNGM_0003_1.csv,"5. Pike marsh barrier pub in but brood  fish not supplied so later removed,  in lieu pike stocking in lake prober  as below: 105 N. pike 13. 2"" planted.",1961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LAPEER_MINEWANNA_MNGM_0003_1.csv,8. Barrier removed.,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTSEGO_BIGBEAR_MNGM_0002_2.csv,"11. Done, 5/71. Excellent kill,",1969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOOLCRAFT_CUSINO_MNGM_0003_1.csv,10. Fish eradicated 8/11/64 using  emulsified rotenone (LSI),1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MACKINAC_MCALPINE_MNGM_0001_2.csv,16. Over 30#/ac. YEP removed 4/81  w/fykes.,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
GOGEBIC_TAMARACK_MNGM_0001_1.csv,2. Done 6/82. 280# PSS and 38#  bullhead removed. Terminated due  to low catches.,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LAKE_SWITZER_MNGM_0003_1.csv,5. Cancel plans for poisoning because  of inventory results. I.A.R.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
