'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
STJOSEPH_COREY_MNGM_0001_1.csv,"1. (Cont'd) 7,800 - 1949;2200 -1950;  5000 - 1951;10,000 -1952; 5000 -  1953. Good returns.  Lake biologically inventoried in  summer of 1953. Rainbow trout taken  in nets.  3, 4. Lake stocked annually with  5,000 legal rainbow. Planted  in 2 groups (1957-1962)--4,000  in spring, 1, 000 in fall. 1956  plant was only 1, 000 fall-planted  trout. ",5/62 ,0
STJOSEPH_COREY_MNGM_0001_1.csv,"5. 1961 and spring 1962 plants made  as recommended; 1962 fall, and  1963 plantings are at discretion  of DFS. ",5/62 ,1
BRANCH_CLAYTON_MNGM_0002_1.csv,"1. Fishery surveys conducted 1927 and  1939. B-gills stocked 1937-40, 142; ",1965.0,0
MASON_GUN_MNGM_0004_1.csv,"1. Regularly stocked with warm water  species, bass and bluegills until  1944. No stocking since that time.  2,3,5. Aquatic vegetation dense. No  further cover is necessary. ",9/54 ,0
GENESSE_THREAD_MNGM_0003_1.csv,2. Carp have re-established as evi-  denced by carp being caught by  fishermen and turbid condition  of the water. ,10-5-55 ,1
GENESSE_THREAD_MNGM_0003_1.csv,2. Fish pop. eradicated.  See stocking record 1955. ,1955 ,0
GENESSE_THREAD_MNGM_0003_1.csv,4. See stocking record 1955 & 1956 ,10-5-55 ,0
GENESSE_THREAD_MNGM_0003_1.csv,5. No crappies stocked. ,1955 ,0
GLADWIN_HOISTER_MNGM_0006_3.csv,"19. Planted 1, 000 legal brook trout  10/62. ",10/62 ,0
GLADWIN_HOISTER_MNGM_0006_3.csv,20. Discontinued due to change in  planting policy. ,1/68 ,1
GLADWIN_HOISTER_MNGM_0006_3.csv,23. Chemically treated fall 1971 and  restocked with rainbow trout. ,1/72 ,0
GLADWIN_HOISTER_MNGM_0006_3.csv,21. Discontinue planting. ,11/78 ,1
GLADWIN_SECORD_MNGM_0001_1.csv,"3. 30,000 channel catfish, 1"" aver.,  planted 7/18/63, provided by USFWS ",8/64 ,1
GLADWIN_SECORD_MNGM_0001_1.csv,"5. No fish planted, 1964 ",10/64 ,1
GLADWIN_SECORD_MNGM_0001_1.csv,"5. (addition) 24,000 2. 7"" fish planted  Oct., 1964. ",12/66 ,1
GLADWIN_SECORD_MNGM_0001_1.csv,5. (add) Plantings completed 1966 ,1/68 ,0
GOGEBIC_ORMES_MNGM_0001_1.csv,"3. Netting indicates trout are surviving.  local fishermen report some trout  caught during summer of 1952  pressure very light, hence reduced  stocking rate. ",1957 ,0
GOGEBIC_ORMES_MNGM_0001_1.csv,4. 1000 sublegal rainbow trout planted  in 1952.  4 (cont) 1000 legal rainbow trout  annually 1953 thru 1957. ,4/58 ,1
GOGEBIC_ORMES_MNGM_0001_1.csv,5. Local fishermen and Cons. Dept.  personnel report very few trout  taken.  5 (cont) No trout planted 1958 thru  1961. Reports indicate former  stocking produced fair to good  results. ,12/61 ,0
GOGEBIC_ORMES_MNGM_0001_1.csv,6. 1500 legal brown trout planted in  1962 and 1963; 2000 legal brown  trout planted in 1964. ,- ,1
MISSAUKEE_CROOKED_MNGM_0001_1.csv,"1948: Bluegills 3.8"" planted 25,010 ",3/79 ,1
MISSAUKEE_CROOKED_MNGM_0001_1.csv,1. Shocker survey 7/24/68. Typical  warmwater pop. except LM bass appear  be absent. Panfish on the small size. ,3/79 ,1
MISSAUKEE_CROOKED_MNGM_0001_1.csv,"2. 10,000 LM bass fingerlings planted  1970. ",,1
ALGER_GRANTS_MNGM_0001_1.csv,2. Planted as per 2 across in fall of  1951 ,12/51 ,0
ALGER_GRANTS_MNGM_0001_1.csv,3. Netting produced 21 brook trout &  no rainbows. ,10/52 ,1
ALGER_GRANTS_MNGM_0001_1.csv,4. Planted as per 4 across in 52 & 53.  Fishermen report good brook trout & no  rainbows. Netting in fall 53 produced  no fish. ,10/53 ,0
ALGER_GRANTS_MNGM_0001_1.csv,"5. Planted as per 5 across in 1954, 55  and 56. T. Waters reported high temp.  to lake bottom in August 53. Fishermen  report brook trout catches in early  No netting done during period. ",1957 ,0
ALGER_GRANTS_MNGM_0001_1.csv,6. Planted as per 6 across in 1957 thru  1960. Fishermen continue to report brook  in early season. Netting in Sept. 1961  no fish ,trout ,0
ALGER_GRANTS_MNGM_0001_1.csv,"7. 1,500 S.L. brook trout planted 1961.  Netting and temp. series June, July and  1962 showed good survival and temp.  conditions. ",11/991 ,1
GRANDTRAVERSE_SANDLAKE3_MNGM_0002_1.csv,"2. 2,370 S.L. bluegills planted  10/10/57. ",10/58 ,1
MONTCALM_WHITEFISH_MNGM_0001_1.csv,"5. Fish stocked as indicated, 8,000-  1956; 8,000-1957 ",7/64 ,0
MONTCALM_WHITEFISH_MNGM_0001_1.csv,"6. 1,000 S. m. bass fing. planted ",1978 ,1
MONTCALM_WHITEFISH_MNGM_0001_1.csv,"9. Walleye fry planted (296,000). ",,1
MONTCALM_WHITEFISH_MNGM_0001_1.csv,11. No walleyes taken following 2  years of fry plants. Plant  fingerlings and discontinue fry  plants. ,,0
IRON_PAINT_MNGM_0004_1.csv,"1. No fish planted, 1941 - ",3/72 ,1
IRON_PAINT_MNGM_0004_1.csv,6. Disregard - not attainable ,,1
SCHOOLCRAFT_THUNDER_MNGM_0001_1.csv,2. No fish planted from 1941 on ,1952.0,1
SCHOOLCRAFT_THUNDER_MNGM_0001_1.csv,"4. Inventoried with seine, gill nets  8/8-8/9/68--checked - for walleye  stock. ",1968.0,0
KENT_CRAWFORD_MNGM_0002_1.csv,"2. Lake treated. 300,000 walleye fry  introduced. ",12/7 ,1
GOGEBIC_FOXPAW_MNGM_0002_1.csv,6. 2000 rainbows(t2. 2) planted 7/65;  1300rainbows(++4 5) planted 8/65 ,8/65 ,1
GOGEBIC_FOXPAW_MNGM_0002_1.csv,"10. 4, 000 SF rainbows (+1. 5"") planted  5/31/66 ",10/66 ,1
GOGEBIC_FOXPAW_MNGM_0002_1.csv,"11. USFS netting produced no rainbows;  MDC netting of 10/14/66 captured  22 rainbows, av. 8"" long. ",7/67 ,1
GOGEBIC_FOXPAW_MNGM_0002_1.csv,13. Revised. No fish planted in 1967  1968 request revised ,,1
MONTCALM_MUD_MNGM_0003_1.csv,"3. 10,000 pike fing. planted ",5/62 ,1
ALGER_THORNTON_MNGM_0001_1.csv,2. Partial inventory accomplished ,7/63 ,1
ALGER_THORNTON_MNGM_0001_1.csv,"2. Survey in 1978, attractive popu-  lation of northern pike and bluegills. ",1/80 ,1
ALGER_SHOESOUTH_MNGM_0001_1.csv,1. Deleted. ,1956.0,1
ALGER_SHOESOUTH_MNGM_0001_1.csv,2. Partial inv. Aug. 1959(Mgt) ,1959.0,1
ALGER_SHOESOUTH_MNGM_0001_1.csv,3. 500 (F) 1. m. bass stocked 9/3/59  (emergency plant) ,1959.0,0
OAKLAND_DEER_MNGM_0001_1.csv," 1947- 1,200  1948- 3,000  1949- none planted  1950-spring 3000 (A), fall 2100 (A) ",7/65 ,1
OAKLAND_DEER_MNGM_0001_1.csv,"1. Ralph Minnis, Clarkston, Michigan  estimates that 1/2 of the 1948  pant was caught. ",5/71 ,1
OAKLAND_DEER_MNGM_0001_1.csv,6. Done. The splake fishery was  and dominated the catch. ,1/78 ,1
OAKLAND_DEER_MNGM_0001_1.csv,"7. Done. Observed some splake, hard  to net. Fishery declined since last  year. ",12/80 ,1
IRON_RUNKLE_MNGM_0001_2.csv,"5. Cont. Planting summary: 1970-  2,000 fing. tiger muskies; 1971-  375 fing. tiger muskies. ",2/79 ,0
GENESSE_LOBDELL_MNGM_0004_1.csv,2. Rainbows stocked starting in 1942 ,1948 ,0
GENESSE_LOBDELL_MNGM_0004_1.csv,3. Rather unsatisfactory results --  lake dropped from planting prog. ,5/56 ,1
GENESSE_LOBDELL_MNGM_0004_1.csv,"6. 70,000 n. pike fry planted ",,1
MONTCALM_TURK_MNGM_0003_1.csv,2. Chem. treated with rotenone for  panfish reduction 8/56. Lake stocked  with 1500 SL 1. m. bass 1956 and  140 (L) pike 1957. ,1/61 ,0
MONTCALM_TURK_MNGM_0003_1.csv,"6. Survey completed, fish pop. in  fair condition. needs n. pike  plant. ",1972 ,1
OCEANA_WHITLOCK_MNGM_0001_1.csv,1. Plans prepared. ,8/59 ,1
OCEANA_WHITLOCK_MNGM_0001_1.csv,"3. Placed on stocking schedule,but  ripe fish not available this ",3/60 ,0
SCHOOLCRAFT_HERMANS_MNGM_0001_1.csv,5. Stocking plan tabled-see #2  recommendations ,1980 ,0
SCHOOLCRAFT_HERMANS_MNGM_0001_1.csv,6. USFS timber mgmt. practices ammended  to encourage intolerant spp near outlet  3 adult beaver released 10/82. ,,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,"1. Brook trout stocked: 1944-1,000  (yr.), 250 (A); 1945-1,000 (yr.)  Rainbow trout stocked: 1944-  1250 (A); 1945-1,000 (yr.)  Modified.  2 thru 9. Deleted. ",1/29/46 ,0
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,"3. Other species not planted, 1938- ",1/74 ,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,5. Deleted.  Deleted. ,1/74 ,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,7. Deleted. ,1/74 ,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,8. Deleted ,1/74 ,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,9. Deleted ,1/74 ,1
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,"10. Brook trout, 5000 (7) and rainbow  trout, 5,000 (6) planted.  Revised. ",1/74 ,1
WASHTENAW_SCHASSER_MNGM_0003_1.csv,"1. Oxygen and Temperature tests were  made July 26, 1955. Titration re-  vealed insufficient oxygen below  the 10 foot level to justify  trout stocking ",1955.0,0
BARAGA_ANDERSON_MNGM_0002_1.csv,"1. 500 7-9"" brown trout stocked. ",5-61 ,0
BARAGA_ANDERSON_MNGM_0002_1.csv,2. Netting indicates poor survival  of stocked brown trout. ,5/63 ,0
LAPEER_BIGFISH_MNGM_0003_1.csv,2. Survey seined. Appears stunted--  see forms 8070 & 8065 dated 1957 ,10/30/5 ,1
LAPEER_BIGFISH_MNGM_0003_1.csv,3. RBT stocked annually as recorded. ,57 12/67 ,0
BARAGA_ALBERTA_MNGM_0002_1.csv,4. Annual brook trout stocking program  begun 1958 ,1/63 ,0
BARAGA_ALBERTA_MNGM_0002_1.csv,11. Brook trout only planted as  recommended. ,8/65 ,1
BARAGA_ALBERTA_MNGM_0002_1.csv,"13. 3, 000 SP brook (+1.5"") and 3,000  SP rainbows (1.9"") planted 5/26/66 ",5/66 ,1
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,1. Stocked (see 1965 and 1966 stocking  report) ,11/66 ,0
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,"1. Cont. Planting summary:  1971-10,000 Y brooks, 1972-10,000 F-  brooks. ",2/79 ,0
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,"2. Cont. Planting Summary:  1977-500 FF brooks, 1978-1,800 SF ",2/79 ,0
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,3. Treatment and reflooding delayed  until 10/83 due to unusually wet  ummer and fall. ,2/81 ,1
ANTRIM_BELLAIRE_MNGM_0001_2.csv,10. Lake trout stocking discontinued  in 1958 due to Great Lakes  rehabilitation program. ,12/61 ,0
ANTRIM_BELLAIRE_MNGM_0001_2.csv,11. Trap netting completed 10/62 ,12/66 ,1
ANTRIM_BELLAIRE_MNGM_0001_2.csv,13. Delete stocking of lake trout.  Change to splake plantings ,1/74 ,0
ANTRIM_BELLAIRE_MNGM_0001_2.csv,"15. Surveyed, fall 1971. Splake showing  excellent growth and condition. ",1/75 ,1
ANTRIM_BELLAIRE_MNGM_0001_2.csv,16. Splake stocked 1966 to 1977-  plants temporarily discontinued  because of production shortage. ,2/79 ,0
MONTCALM_COWDEN_MNGM_0001_1.csv,5. Survey completed. Bluegills stunted. ,EJT11/71 ,1
MONTCALM_COWDEN_MNGM_0001_1.csv,7. N. pike fingerlings stocked. ,1972 ,0
MONTCALM_COWDEN_MNGM_0001_1.csv,8. Partial treatment program completed. ,1974 ,1
MONTCALM_COWDEN_MNGM_0001_1.csv,9. Bluegills doing well. ,1976 ,1
MONTMORENCY_AVERY_MNGM_0001_1.csv,4. Stocked w/rbw 1973-1975. ,2/79 ,0
MONTMORENCY_AVERY_MNGM_0001_1.csv,6. Rainbow plants discontinued. ,2/79 ,1
DELTA_BANANA_MNGM_0003_2.csv,"10. Stocked 5000 (2.6"") rainbow  trout 9/19/66 (FC) ",1966.0,0
DELTA_BANANA_MNGM_0003_2.csv,5. Stocked as recommended 1953. ,1972.0,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,1. Partial inv. completed 7/10 and  8/15/62 (Mgt & USFS) ,1962.0,1
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,4. Tested for toxicity 10/23/62(LSI)  (still toxic) ,1962.0,1
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,"4. 1,000 L. rainbow stocked, fall, 1963  (FC) ",1963.0,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,"9. Stocked 2000 (2"") 1. m. bass 6/24/66  4, Stocked 5000 (SF) rainbow 5/23/66  (FC) ",1966.0,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,8. Last plant of 5000 F (SF) rainbow  on 5/23/66 (FC) ,1966.0,1
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,9. Stocked with 2700 (F) LM Bass ,1966.0,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,"10. Stocked with 10,000 (F) bluegills ",1970.0,0
IRON_ELLEN_MNGM_0002_2.csv,"9. 2,000 brook and 2,000 legal ",8/28/63 ,1
IRON_ELLEN_MNGM_0002_2.csv," 1961. 2, 000 legal brook trout  and 1, 000 sub-legal rainbow  stocked in 1963. ",10/64 ,0
IRON_ELLEN_MNGM_0002_2.csv,11. 6150 legal rainbows stocked 1965 ,11/66 ,0
IRON_ELLEN_MNGM_0002_2.csv,1. Done. Low trout survival; high  perch pop; n. pike present. ,12/68 ,1
IRON_ELLEN_MNGM_0002_2.csv,"13. Done, Trout stocking discontinued, ",1-78 ,0
IRON_ELLEN_MNGM_0002_2.csv,"14. Cont. Planted as follows: 1971-  10,006 FF RBWs; 1973-7,200 Y RBWs;  1974-7,200 Y RBWs; 1976-7,260 Y RBWs;  1977-2,000 Y RBWs; 1978-7,200 Y RBWs. ",2/81 ,0
OGEMAW_NERO_MNGM_0003_1.csv,5. First planting in 1947 ,1953 ,1
OGEMAW_NERO_MNGM_0003_1.csv,5. (cont'd.) Planting discontinued. ,,0
GOGEBIC_CHANEY_MNGM_0001_1.csv,"2. Survey shows n. pike, perch and  pumpkinseeds abundant and of  good size. ",9-50 ,1
ALLEGAN_RABBIT_MNGM_0001_1.csv,1. No fish planted 1933 to 1968 ,9/9/69 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,16. Netting completed 7/20/65. Large  pop. of suckers and chubs. ,7/65 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,17. New fish barrier constructed 8/66 ,8/66 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,"19. Rev. 16,000 FF rainbows (+2.  planted 11/9/66 ",11/66 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,"20. Done.  21, 7, 837 kamloop rainbow (+3. 1)  released 6/14/67. ",3/67 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,22. cont'd. Netted 7/74; sucker &  chubs reestablished. Brook trout  growth poor. ,8/68 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,23. Brook trout stocked 1970-74. ,trou ,0
BARAGA_ROLLAND_MNGM_0003_2.csv,"22. Netted 6/26/75; C. chubs & suckers  overabundant, brook trout growth slow. ",6/71 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,"23. cont'd. 3000 brook trout X 3.6""  stocked 8/75. ",7/74 ,0
BARAGA_ROLLAND_MNGM_0003_2.csv,24. Done: barrier constructed 10/75. ,1/76 ,1
BARAGA_ROLLAND_MNGM_0003_2.csv,23. cont'd. 3000 (FF) brook trout  released 9/76. ,1/76 ,1
JACKSON_GOOSE_MNGM_0001_1.csv,"1. Bluegills stocked 1937-38, 40-42.  Fyke and gill net survey 1945.  Gill net survey conducted 1946.  Panfish common. Oxygen checked  1946, 48, 51, 52, 55, 56, 57, 59,  Lake mapped 2/51 by IFR.  Lake classified as mortality lake--  open to year around fishing. ",,0
BARAGA_KNIGHT_MNGM_0001_1.csv,"2. 500 2.5"" LM bass stocked. ",1949 ,0
BARAGA_KNIGHT_MNGM_0001_1.csv,"5. 1500 1. m. bass (+3. 5"") planted  10/21/64 ",6/63 ,1
KENT_TOOHEY_MNGM_0003_1.csv,4. Stocking discontinued ,12/55 ,0
KENT_TOOHEY_MNGM_0003_1.csv,5. Stocked as recommended in 1959  and 1960 ,10/60 ,0
KENT_TOOHEY_MNGM_0003_1.csv,7. 1960 - 250 rainbows(S) plantedHJV  250 L. rainbow trout planted  250 L. rainbow trout planted 8. Discontinued ,1960 ,1
DICKINSON_HARDWOOD_MNGM_0001_1.csv,"1. Done. 1978 plants included:  30,000 Y rainbow; 31,000 F LM  bass; 1,200,000 walleye fry &  38,000 walleye fingerlings. ",2/79 ,1
JACKSON_HORTONMILL_MNGM_0003_1.csv,"1.Stocking recommendations carried  out October 16, 1950 ",,0
GOGEBIC_BASS_MNGM_0004_1.csv,1. Survey showed lake contained ,9-37 ,1
GOGEBIC_BASS_MNGM_0004_1.csv,"1. m. bass, bl. crappies, y. perch,  pumpkinseeds and suckers ",1-64 ,1
GOGEBIC_BASS_MNGM_0004_1.csv,2. No fish planted 1941-1963. ,1-63 ,1
GOGEBIC_BASS_MNGM_0004_1.csv,5. Muskellunge stocked. ,6-63 ,0
KALKASKA_WESTBLUE_MNGM_0003_1.csv," 1935, 1936, 1937.  fry_plantings. ",4/56 ,1
KALKASKA_WESTBLUE_MNGM_0003_1.csv,"1. 1,000 fing. walleyes planted  7/10/57 ",12/58 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,"12 (cont). 10, 000 fing. brook trout and ",1961 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,"13. Fing. plantings not producing good  fishing, perhaps because of competi-  tion with perch and whitefish. ",1962 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,14. 1000 legal brook trout planted in  1962.  140 (cont). 1000 legal brook and 2000  legal rainbow trout planted in  1963.  14( (cont). 1000 legal brook and 850 legal  rainbow trout planted in 1964 ,1963 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,"16. Feasibility of whitefish mgt.  currently being explored, egg  coll. possibilities as yet inconclusive  16(cont) 10.000 rainbow (+3. 7)  released 6-8-67 ",7/65 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,"17. Netting shows small perch to be  abundant; whitefish present in good  S. m. bass and pseeds common; W.  dominant by weight;introduced  growing at avg. rate with fair survival.  see fish coll. card 7/10-11/68.  15,495 18. 6,200 walleyes avg. 2.5"" released  7/16/71. ",3/67 ,1
KEWEENAW_MEDORA_MNGM_0001_2.csv,"18. Boom shocked 8/72; 5 walleye 9. 3""  introduction successful. ",67 ,1
BARAGA_LAWS_MNGM_0001_1.csv,"4. 4000 F, 2000 SL, 1000 L brook  trout and 750 L rainbow trout  planted in 1960. ",10/60 ,1
BARAGA_LAWS_MNGM_0001_1.csv,4. (cont) 4000 fing. brook and 750  rainbow planted in 1961 ,2/63 ,1
BARAGA_LAWS_MNGM_0001_1.csv,7. Planted as recommended 1962  through 1964. ,1964 ,0
BARAGA_LAWS_MNGM_0001_1.csv,"10. 1500 rainbows (+3. 9"") planted  8/17/65 ",6/66 ,1
KALAMAZOO_GULL_MNGM_0004_2.csv,10. Trout stocked from 1962 ,1/75 ,0
KALAMAZOO_GULL_MNGM_0004_2.csv,"11. Done, 1970, 1971  11a. Atlantic salmon stocked from  1974-1976 ",11/76 ,0
CHIPPEWA_GARLINGHOUSE_MNGM_0002_1.csv,2. Inventoried July 1960 ,7/60 ,1
CHIPPEWA_GARLINGHOUSE_MNGM_0002_1.csv,3. Stocked 100 (SL) 1961; 100 (L)  1962 ,1963 ,0
MARQUETTE_SQUAW_MNGM_0002_1.csv,"2. Planted 15,000 rainbow fingerlings  each year, 1943-46. ",10-6-45 ,0
MARQUETTE_SQUAW_MNGM_0002_1.csv,4. Two over-night gill net sets yielded  4 common suckers. No trout seen or  reported caught by one occupant of  cottage at east end of lake.  Overnight set with 3 gill nets  yield fine catch of rainbow trout  (15+) répresenting all three  plantings (see photograph file). ,9-11-47 ,1
MARQUETTE_SQUAW_MNGM_0002_1.csv,"5. Rainbow trout, 15,000 (7) planted  in 1946. ",1950 ,1
MARQUETTE_SQUAW_MNGM_0002_1.csv,"6. No fish planted, 1947 & 48. Over-  night gill net set yielded 19.9""  rainbow, with clipped dorsal  (Planted 1946).  Lievense (1948) reported it to be  a good rainbow lake, and this is  confirmed by Long & FO Seppala. ",,0
LAPEER_YOUNGS_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,71&72 ,0
SCHOOLCRAFT_LOST_MNGM_0003_1.csv,"3. Entire lake under lease by  R. Slanning, Manistique from  CCI (see notes & ref. ) ",1952.0,1
MONTCALM_TOWNLINE_MNGM_0001_2.csv,20. Stunted perch and bluegill ,EJT 12 ,1
MONTCALM_TOWNLINE_MNGM_0001_2.csv,"22. 20,000 channel cats; 20,000  bass stocked. ",12-70 ,0
MONTCALM_TOWNLINE_MNGM_0001_2.csv,"25. Evaluations completed 1973, 1974,  1976-small stunted panfish found. ",1976 ,1
KEWEENAW_LACLABELLE_MNGM_0001_1.csv,"1. No stocking, 1941- ",3/62 ,0
KEWEENAW_LACLABELLE_MNGM_0001_1.csv,6. Resort operators and fishermen  have complained about occasionally  poor walleye fishing. ,of ,1
KEWEENAW_LACLABELLE_MNGM_0001_1.csv,"8. 8,000 walleyes (+2.4"") planted  6-24-64 ",of ,1
SAGINAW_LINTON_MNGM_0003_1.csv,1. Stocking recommendations carried  out 5/23/50. ,5/50 ,0
SAGINAW_LINTON_MNGM_0003_1.csv,2. Lake mapped and inventoried  during summer of 1952 ,1952 ,1
SAGINAW_LINTON_MNGM_0003_1.csv,"3. Stocked with 250 (8"") rainbow ",1951 ,0
SAGINAW_LINTON_MNGM_0003_1.csv,"5. Stocked with 700(715"") bgills and  500 (4"") 1. m. bass. ",1955 ,0
SAGINAW_LINTON_MNGM_0003_1.csv,"10. Restocked with 800 bgills, 200 ",1965 ,0
ONTONAGON_ROBBINS_MNGM_0001_2.csv,10 (cont) plants deleted due to late ,8/65 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,"13. 4, 000 brook trout (+1. 8)  released 7/67. ",7/67 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,15. Brook trout stocked 1969-73; not  avail. in 1974; brown trout substituted. ,1/74 ,0
ONTONAGON_ROBBINS_MNGM_0001_2.csv,"14. Netted 7/74; browns planted 5/74  (500 X 5.0"") avg. 11.0"" brook trout  growth slow. ",74 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,15. Splake stocked 1973. ,12/74 ,0
ONTONAGON_ROBBINS_MNGM_0001_2.csv,"16. Browns released 6/74 (500 X 5.6"") ",1/76 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,16. 500 (Y) browns released 1975 & 76. ,10/76 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,"17. Netted 8/9/77. Brown trout planted.  1975-76. Avg. 17.5"". Angler success ",9/77 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,"16. 500 rbw x 6.6"" released 6/78, ",12/78 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,16. cont'd. 500 brn. trout 10.1 cm  released 6/79. ,11/79 ,1
ONTONAGON_ROBBINS_MNGM_0001_2.csv,17. (Cont.) Netted 5/82; growth and  survival of planted BNT is very  good. ,,1
BRANCH_MUD_MNGM_0001_1.csv,"1. Lake summarized and fish composi-  tion noted. Panfish and associated  species 9/39, 8/48.  Stocking: bgills 1937, 39-42; ",12/79 ,0
BRANCH_MUD_MNGM_0001_1.csv,2. Fish not stocked. ,,0
BARAGA_THOMAS_MNGM_0001_1.csv, suckers present. ,1/72 ,1
BARRY_PINE_MNGM_0004_1.csv,1. No stocking. ,1950 ,0
BARRY_PINE_MNGM_0004_1.csv,"5. Nest control conducted, 1959  and 1960 ",1960 ,1
GOGEBIC_REDBOAT_MNGM_0001_1.csv,"2. 500 legal brook trout (+7. 6"") stocked  in fall, 1960. ",9/60 ,0
GOGEBIC_REDBOAT_MNGM_0001_1.csv,4. Netting and angler reports indicate  some survival and good growth of  planted brook trout. Lake receiving  more intensive fishing for trout  than anticipated. ,8/62 ,1
GOGEBIC_REDBOAT_MNGM_0001_1.csv,5. (cont) 500 brook trout (+9.5'  planted in 1964. ,1964 ,1
GOGEBIC_REDBOAT_MNGM_0001_1.csv,6. Lake netted. No brook trout taken.  Trout were reported to be present. ,2/65 ,1
GOGEBIC_REDBOAT_MNGM_0001_1.csv,8. First treatment completed 8/26/65  (0. 25 ppm)  6 (cont) netting in 1965 indicates  expanded pop. of small perch.  A small number of large bluegills  sampled. No brook trout netted ,8/65 ,1
